,Player,Team,Pos,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,TO,3PA,3P%,FGM,FGA,FTM,FTA,2DBL,3DBL,PF,FPTS
T52,Anfernee Simons,BOS,G,70,32.7,19.3,2.7,4.8,0.9,0.1,3.1,42.6,90.2,2.0,8.5,36.3,6.8,16.1,2.5,2.8,0.0,0.0,1.7,30.5
54,Desmond Bane,ORL,G,69,31.9,19.2,6.1,5.3,1.2,0.4,2.4,48.4,89.4,2.4,6.1,39.2,7.1,14.8,2.6,2.9,0.1,0.0,2.4,36.8
T55,Domantas Sabonis,SAC,C,70,34.7,19.1,13.9,6.0,0.7,0.4,0.9,59.0,75.4,2.9,2.2,41.7,7.5,12.8,3.1,4.1,0.9,0.1,3.3,45.1
T55,Alperen Sengun,HOU,C,76,31.6,19.1,10.3,4.9,1.1,0.8,0.3,49.6,69.2,2.6,1.2,23.3,7.5,15.0,3.9,5.6,0.6,0.1,2.8,42.0
T57,John Collins,LAC,F,40,30.5,19.0,8.2,2.0,1.0,1.0,1.5,52.7,84.8,2.6,3.7,39.9,7.0,13.3,3.5,4.1,0.3,0.0,2.9,35.1
T57,Lauri Markkanen,UTA,F,47,31.4,19.0,5.9,1.5,0.7,0.4,2.9,42.3,87.6,1.4,8.5,34.6,6.3,14.9,3.4,3.9,0.1,0.0,1.7,30.1
59,Jalen Johnson,ATL,F,36,35.7,18.9,10.0,5.0,1.6,1.0,1.2,50.0,74.6,2.9,3.9,31.2,7.5,15.1,2.6,3.5,0.6,0.0,1.9,43.1
60,Cameron Johnson,DEN,F,57,31.6,18.8,4.3,3.4,0.9,0.4,2.8,47.5,89.3,1.7,7.2,39.0,6.2,13.1,3.5,3.9,0.0,0.0,1.8,31.4
61,Julius Randle,MIN,F,69,32.2,18.7,7.1,4.7,0.7,0.2,1.6,48.5,80.6,2.8,4.6,34.4,6.6,13.6,3.9,4.9,0.2,0.0,2.5,34.1
62,Tyrese Haliburton,IND,G,73,33.6,18.6,3.5,9.2,1.4,0.7,3.0,47.3,85.1,1.6,7.7,38.8,6.5,13.8,2.6,3.0,0.4,0.0,1.3,41.4
T63,Shaedon Sharpe,POR,G,72,31.2,18.5,4.5,2.8,0.9,0.2,2.0,45.2,78.5,2.1,6.6,31.1,6.9,15.3,2.6,3.4,0.0,0.0,1.7,29.2
T63,Evan Mobley,CLE,F,71,30.6,18.5,9.3,3.2,0.9,1.6,1.2,55.7,72.5,2.0,3.2,37.0,7.1,12.8,3.1,4.3,0.5,0.0,2.0,39.8
T63,Nikola Vucevic,CHI,C,73,31.2,18.5,10.1,3.5,0.8,0.7,1.8,53.0,80.5,1.6,4.4,40.2,7.5,14.2,1.6,2.0,0.6,0.0,2.2,38.8
66,Collin Sexton,CHA,G,63,28.0,18.4,2.7,4.2,0.7,0.1,1.7,48.0,86.5,2.5,4.3,40.6,6.6,13.8,3.4,4.0,0.0,0.0,2.3,27.9
67,Michael Porter,BKN,F,77,33.7,18.2,7.0,2.1,0.6,0.5,2.5,50.4,76.8,1.4,6.4,39.5,6.9,13.6,1.9,2.5,0.2,0.0,2.0,31.9
68,Bam Adebayo,MIA,C,78,34.3,18.1,9.6,4.3,1.3,0.7,1.0,48.5,76.5,2.1,2.8,35.7,6.9,14.3,3.2,4.2,0.5,0.0,2.1,39.8
T69,OG Anunoby,NYK,F,74,36.5,18.0,4.8,2.2,1.5,0.9,2.3,47.6,81.0,1.4,6.2,37.2,6.6,13.9,2.5,3.1,0.0,0.0,2.3,32.8
T69,Andrew Wiggins,MIA,F,60,30.7,18.0,4.5,2.6,1.0,0.8,2.2,44.8,76.3,1.7,5.8,37.4,6.3,14.0,3.3,4.3,0.1,0.0,1.7,31.1
T71,Jaden Ivey,DET,G,30,30.0,17.6,4.1,4.0,0.9,0.4,2.1,46.0,73.3,3.0,5.1,40.9,6.3,13.8,2.8,3.9,0.0,0.0,2.2,29.4
T71,Mikal Bridges,NYK,F,82,37.0,17.6,3.2,3.7,0.9,0.5,2.0,50.0,81.4,1.6,5.6,35.4,7.2,14.4,1.2,1.4,0.0,0.0,1.5,29.7
T73,Dejounte Murray,NOP,G,31,32.6,17.5,6.5,7.4,2.0,0.4,1.7,39.3,82.3,3.4,5.6,29.9,6.3,15.9,3.3,4.0,0.3,0.0,2.0,40.1
T73,Jimmy Butler,GSW,F,55,31.8,17.5,5.4,5.4,1.4,0.3,0.6,50.4,84.2,1.3,1.9,30.8,5.5,10.9,6.0,7.1,0.1,0.1,0.9,35.9
75,Malik Monk,SAC,G,65,31.6,17.2,3.8,5.6,0.9,0.6,2.1,43.9,86.5,2.4,6.6,32.5,6.3,14.4,2.4,2.7,0.1,0.0,2.4,32.2
76,Immanuel Quickley,TOR,G,33,27.7,17.1,3.5,5.8,0.7,0.1,2.6,42.0,86.7,1.8,6.8,37.8,5.6,13.3,3.4,3.9,0.1,0.0,1.8,30.7
T77,De'Andre Hunter,CLE,F,64,27.2,17.0,4.0,1.4,0.8,0.2,2.5,47.0,84.6,1.3,6.1,40.5,5.6,11.9,3.4,4.0,0.0,0.0,2.4,25.7
T77,Bradley Beal,LAC,G,53,32.0,17.0,3.3,3.7,1.1,0.5,1.9,49.7,80.3,1.9,5.0,38.6,6.5,13.1,2.1,2.6,0.0,0.0,2.6,29.5
79,Deni Avdija,POR,F,72,30.0,16.9,7.3,3.9,1.0,0.5,1.7,47.6,78.0,2.7,4.8,36.5,5.6,11.7,4.0,5.2,0.2,0.0,2.4,33.2
T80,Ivica Zubac,LAC,C,80,32.8,16.8,12.6,2.7,0.7,1.1,0.0,62.8,66.1,1.6,0.0,0.0,7.4,11.8,2.0,3.0,0.7,0.0,2.1,39.8
T80,Keyonte George,UTA,G,67,31.4,16.8,3.8,5.6,0.7,0.1,2.6,39.1,81.8,2.7,7.6,34.3,5.4,13.7,3.5,4.3,0.1,0.0,1.7,29.5
82,Derrick White,BOS,G,76,33.8,16.4,4.5,4.8,0.9,1.1,3.5,44.2,83.9,1.7,9.1,38.4,5.6,12.6,1.8,2.1,0.1,0.0,1.8,33.2
T83,Malik Beasley,FA,G,82,27.8,16.3,2.6,1.7,0.9,0.1,3.9,43.0,67.9,1.0,9.3,41.6,5.6,13.1,1.2,1.7,0.0,0.0,1.5,23.8
T83,Devin Vassell,SAS,F,64,31.0,16.3,4.0,2.9,1.3,0.5,2.5,44.3,79.2,1.4,6.7,36.8,6.2,13.9,1.5,1.9,0.0,0.0,1.7,29.4
T85,Jalen Suggs,ORL,G,35,28.7,16.2,4.0,3.7,1.5,0.9,2.2,41.0,88.2,2.9,6.9,31.4,5.6,13.7,2.8,3.1,0.0,0.0,2.8,30.8
T85,Jordan Clarkson,NYK,G,37,26.1,16.2,3.2,3.7,0.8,0.2,2.3,40.8,79.7,2.3,6.3,36.2,5.4,13.3,3.1,3.9,0.0,0.0,1.4,26.6
T85,Paul George,PHI,F,41,32.6,16.2,5.3,4.3,1.8,0.5,2.3,43.0,81.4,2.6,6.5,35.8,6.0,13.9,1.9,2.4,0.1,0.0,2.5,33.5
88,Bennedict Mathurin,IND,F,72,29.9,16.1,5.3,1.9,0.7,0.3,1.4,45.8,83.1,1.9,4.0,34.0,5.4,11.8,3.8,4.6,0.1,0.0,2.3,26.4
89,Myles Turner,MIL,C,72,30.2,15.6,6.5,1.5,0.8,2.0,2.2,48.1,77.3,1.7,5.5,39.6,5.4,11.3,2.6,3.3,0.2,0.0,2.5,32.3
90,Christian Braun,DEN,G,79,33.9,15.4,5.2,2.6,1.1,0.5,1.1,58.0,82.7,1.0,2.8,39.7,6.0,10.4,2.2,2.7,0.1,0.0,2.2,29.1
T91,Mark Williams,PHO,C,44,26.5,15.3,10.2,2.5,0.7,1.2,0.0,60.4,80.4,1.6,0.1,0.0,6.1,10.2,3.0,3.7,0.5,0.0,2.4,35.4
T91,Jonathan Kuminga,GSW,F,47,24.3,15.3,4.6,2.2,0.8,0.4,1.0,45.4,66.8,1.5,3.2,30.5,5.5,12.1,3.3,5.0,0.0,0.0,1.9,26.4
T91,Jared McCain,PHI,G,23,25.8,15.3,2.4,2.6,0.7,0.0,2.2,46.0,87.5,1.6,5.8,38.3,5.5,11.9,2.1,2.4,0.0,0.0,1.6,22.5
94,Kelly Oubre,PHI,F,60,34.7,15.1,6.1,1.8,1.5,0.5,1.2,47.0,75.1,1.3,4.0,29.3,5.8,12.4,2.3,3.1,0.2,0.0,3.0,29.9
95,Chet Holmgren,OKC,C,32,27.4,15.0,8.0,2.0,0.7,2.2,1.4,49.0,75.4,1.8,3.6,37.9,5.2,10.7,3.2,4.2,0.3,0.0,2.3,34.6
96,Kyle Kuzma,MIL,F,65,29.8,14.8,5.7,2.3,0.6,0.3,1.5,43.6,63.4,2.2,4.8,30.7,5.7,13.0,2.0,3.1,0.1,0.0,1.8,25.5
T97,Stephon Castle,SAS,G,81,26.7,14.7,3.7,4.1,0.9,0.3,1.2,42.8,72.4,2.2,4.1,28.5,5.2,12.2,3.1,4.2,0.1,0.0,2.0,26.6
T97,P.J. Washington,DAL,F,57,32.2,14.7,7.8,2.3,1.1,1.1,1.6,45.3,72.2,2.1,4.2,38.1,5.3,11.7,2.5,3.5,0.2,0.0,2.3,31.8
T97,Aaron Gordon,DEN,F,51,28.4,14.7,4.8,3.2,0.5,0.3,1.5,53.1,81.0,1.4,3.4,43.6,5.2,9.7,2.8,3.5,0.1,0.0,1.6,26.0
T100,Quentin Grimes,PHI,G,75,26.9,14.6,4.3,3.0,1.0,0.3,2.2,46.7,75.7,1.9,5.6,38.5,5.1,11.0,2.2,2.9,0.1,0.0,1.8,26.3
T100,Josh Giddey,CHI,G,70,30.2,14.6,8.1,7.2,1.2,0.6,1.5,46.5,78.1,2.9,4.0,37.8,5.3,11.4,2.5,3.2,0.4,0.1,1.7,37.7
102,Jakob Poeltl,TOR,C,57,29.6,14.5,9.6,2.8,1.2,1.2,0.0,62.7,67.4,1.9,0.1,33.3,6.4,10.2,1.7,2.5,0.4,0.0,3.1,35.4
T103,Jerami Grant,POR,F,47,32.4,14.4,3.5,2.1,0.9,1.0,2.3,37.3,84.9,1.4,6.3,36.5,4.6,12.2,3.0,3.5,0.0,0.0,2.3,26.0
T103,Deandre Ayton,LAL,C,40,30.3,14.4,10.2,1.6,0.8,1.0,0.2,56.6,66.7,1.7,0.8,18.8,6.6,11.7,1.0,1.5,0.5,0.0,2.2,32.5
T103,Gradey Dick,TOR,F,54,29.5,14.4,3.6,1.8,0.9,0.2,2.1,41.0,85.8,1.5,6.0,35.0,4.9,12.0,2.5,2.9,0.0,0.0,2.2,23.1
106,Payton Pritchard,BOS,G,80,28.4,14.3,3.8,3.5,0.9,0.2,3.2,47.2,84.5,1.0,7.8,40.7,5.1,10.8,0.9,1.1,0.1,0.0,1.5,26.2
107,Naz Reid,MIN,C,80,27.6,14.2,6.0,2.3,0.7,0.9,2.2,46.2,77.6,1.4,5.8,37.9,5.3,11.5,1.4,1.8,0.1,0.0,2.4,28.3
T108,Tre Mann,CHA,G,13,24.5,14.1,2.9,3.0,0.5,0.3,1.8,43.5,90.5,1.9,4.6,40.0,5.4,12.4,1.5,1.6,0.0,0.0,1.8,22.7
T108,Dyson Daniels,ATL,G,76,33.9,14.1,5.9,4.4,3.0,0.7,1.1,49.3,59.3,2.0,3.1,34.0,6.0,12.1,1.1,1.8,0.1,0.0,2.3,37.0
T108,Amen Thompson,HOU,G,69,32.2,14.1,8.2,3.8,1.4,1.3,0.4,55.7,68.4,2.0,1.3,27.5,5.6,10.1,2.4,3.6,0.3,0.0,2.4,35.7
T108,Fred VanVleet,HOU,G,60,35.2,14.1,3.7,5.6,1.6,0.4,2.7,37.8,81.0,1.5,7.7,34.5,4.8,12.7,1.9,2.3,0.1,0.0,2.3,31.3
T112,Tolu Smith,DET,C,1,22.0,14.0,8.0,0.0,0.0,0.0,0.0,66.7,66.7,2.0,0.0,0.0,6.0,9.0,2.0,3.0,0.0,0.0,3.0,21.6
T112,Dillon Brooks,PHO,F,75,31.8,14.0,3.7,1.7,0.8,0.2,2.5,42.9,81.8,1.0,6.3,39.7,5.1,11.9,1.3,1.6,0.0,0.0,3.2,23.0
T112,Klay Thompson,DAL,F,72,27.4,14.0,3.4,2.0,0.7,0.4,3.0,41.2,90.5,1.2,7.7,39.1,5.0,12.2,0.9,1.0,0.0,0.0,1.1,23.2
115,Bobby Portis,MIL,F,49,25.4,13.9,8.4,2.1,0.7,0.5,1.3,46.6,83.6,1.2,3.6,36.5,5.7,12.1,1.2,1.5,0.2,0.0,1.9,29.7
116,Tobias Harris,DET,F,73,31.6,13.7,5.9,2.2,1.0,0.8,1.2,47.7,86.1,1.2,3.6,34.5,5.3,11.0,2.0,2.3,0.1,0.0,1.9,28.4
117,Josh Hart,NYK,F,77,37.6,13.6,9.6,5.9,1.5,0.4,1.1,52.5,77.6,2.1,3.3,33.3,5.2,10.0,2.1,2.7,0.4,0.1,2.6,37.6
118,Jarrett Allen,CLE,C,82,28.0,13.5,9.7,1.9,0.9,0.9,0.0,70.6,71.8,1.2,0.1,0.0,5.5,7.8,2.4,3.4,0.5,0.0,1.5,32.3
119,Onyeka Okongwu,ATL,C,74,27.8,13.4,8.9,2.3,0.9,0.9,0.6,56.7,75.9,1.2,2.0,32.4,5.2,9.2,2.2,2.9,0.4,0.0,2.6,31.8
120,Russell Westbrook,FA,G,75,27.9,13.3,4.9,6.1,1.4,0.5,1.3,44.9,66.1,3.2,3.9,32.3,5.0,11.1,2.1,3.1,0.2,0.1,2.5,30.8
121,Naji Marshall,DAL,F,69,27.8,13.2,4.8,3.0,1.0,0.2,0.9,50.8,81.3,1.6,3.2,27.5,5.2,10.3,1.9,2.3,0.1,0.0,1.6,25.4
T122,Dennis Schroder,SAC,G,75,28.1,13.1,2.6,5.4,0.9,0.2,1.7,40.6,83.8,1.9,4.9,34.2,4.5,11.0,2.4,2.9,0.1,0.0,2.4,25.5
T122,Rui Hachimura,LAL,F,59,31.6,13.1,5.0,1.4,0.8,0.4,1.7,50.9,77.0,0.8,4.2,41.3,5.0,9.8,1.5,1.9,0.0,0.0,1.8,24.1
T124,Brook Lopez,LAC,C,80,31.8,13.0,5.0,1.8,0.6,1.9,1.7,50.9,82.6,1.1,4.7,37.3,4.9,9.7,1.4,1.7,0.1,0.0,2.1,28.1
T124,Alex Sarr,WAS,C,67,27.1,13.0,6.5,2.4,0.7,1.5,1.6,39.4,67.9,1.7,5.1,30.8,4.9,12.4,1.7,2.5,0.1,0.0,2.2,29.2
126,Moritz Wagner,ORL,C,30,18.8,12.9,4.9,1.4,0.8,0.4,0.9,56.2,71.8,1.6,2.5,36.0,4.7,8.3,2.6,3.7,0.0,0.0,1.8,22.9
T127,Keldon Johnson,SAS,F,77,23.8,12.7,4.8,1.6,0.6,0.3,1.1,48.2,77.3,1.0,3.6,31.8,4.8,10.0,1.9,2.5,0.0,0.0,1.5,22.7
T127,Malcolm Brogdon,NYK,G,24,23.5,12.7,3.8,4.1,0.5,0.2,0.7,43.3,88.0,1.6,2.3,28.6,4.3,10.0,3.4,3.8,0.1,0.0,1.3,24.1
T127,Scoot Henderson,POR,G,66,26.7,12.7,3.0,5.1,1.0,0.2,1.6,41.9,76.7,2.7,4.5,35.4,4.3,10.4,2.4,3.1,0.0,0.0,2.7,24.9
T130,Zaccharie Risacher,ATL,F,75,24.6,12.6,3.6,1.2,0.7,0.5,1.6,45.8,71.1,1.2,4.6,35.5,4.8,10.4,1.4,2.0,0.0,0.0,2.0,21.0
T130,D'Angelo Russell,DAL,G,58,25.5,12.6,2.8,5.1,1.0,0.4,1.9,39.0,83.4,1.9,6.2,31.4,4.3,11.0,2.1,2.5,0.1,0.0,2.0,25.9
T132,Ty Jerome,MEM,G,70,19.9,12.5,2.5,3.4,1.1,0.0,1.6,51.6,87.2,1.3,3.6,43.9,4.6,8.8,1.8,2.1,0.0,0.0,1.5,22.7
T132,Santi Aldama,MEM,F,65,25.5,12.5,6.4,2.9,0.8,0.4,1.8,48.3,69.1,1.1,5.0,36.8,4.8,10.0,1.0,1.4,0.2,0.0,1.2,27.1
T134,Keegan Murray,SAC,F,76,34.3,12.4,6.7,1.4,0.8,0.9,2.0,44.4,83.3,0.8,5.9,34.3,4.8,10.8,0.8,0.9,0.2,0.0,2.4,26.9
T134,Lonnie Walker,FA,G,20,24.0,12.4,3.2,2.5,0.5,0.3,2.3,42.0,80.0,1.3,6.4,35.4,4.5,10.6,1.2,1.5,0.1,0.0,1.4,20.9
T136,Bilal Coulibaly,WAS,F,59,33.0,12.3,5.0,3.4,1.3,0.7,1.1,42.1,74.6,2.1,3.8,28.1,4.5,10.6,2.3,3.1,0.1,0.0,2.4,27.3
T136,Daniel Gafford,DAL,C,57,21.6,12.3,6.8,1.4,0.4,1.8,0.0,70.2,68.9,1.2,0.0,0.0,5.0,7.1,2.4,3.4,0.1,0.0,2.7,28.0
T136,Ayo Dosunmu,CHI,G,46,30.3,12.3,3.5,4.5,0.9,0.4,1.3,49.2,78.5,1.5,4.1,32.8,4.8,9.8,1.3,1.7,0.0,0.0,2.3,25.8
T136,Harrison Barnes,SAS,F,82,27.2,12.3,3.8,1.7,0.5,0.2,1.9,50.8,80.9,0.6,4.4,43.3,4.2,8.3,2.0,2.4,0.0,0.0,0.9,20.7
T140,Jabari Smith,HOU,F,57,30.1,12.2,7.0,1.1,0.4,0.7,1.7,43.8,82.5,1.1,4.9,35.4,4.4,9.9,1.8,2.2,0.1,0.0,2.2,24.6
T140,Jaden McDaniels,MIN,F,82,31.9,12.2,5.7,2.0,1.3,0.9,1.2,47.7,81.3,1.2,3.7,33.0,4.9,10.2,1.3,1.6,0.1,0.0,2.7,27.6
T142,Caris LeVert,DET,G,64,24.9,12.1,3.2,3.4,0.9,0.5,1.7,46.7,71.0,1.2,4.4,37.3,4.4,9.4,1.7,2.4,0.0,0.0,1.5,24.0
T142,Drew Timme,BKN,C,9,28.2,12.1,7.2,2.2,0.4,0.1,1.0,44.1,62.5,1.7,3.9,25.7,5.0,11.3,1.1,1.8,0.2,0.0,2.3,24.1
T144,Tari Eason,HOU,F,57,24.9,12.0,6.4,1.5,1.7,0.9,1.1,48.7,76.0,1.1,3.2,34.2,4.8,9.8,1.4,1.8,0.1,0.0,2.4,28.4
T144,Aaron Nesmith,IND,F,45,24.9,12.0,4.0,1.2,0.8,0.4,1.9,50.7,91.3,0.8,4.3,43.1,4.3,8.4,1.6,1.8,0.0,0.0,2.5,21.2
T144,Aaron Wiggins,OKC,F,76,23.0,12.0,3.9,1.8,0.8,0.2,1.7,48.8,83.1,0.9,4.5,38.3,4.7,9.6,1.0,1.2,0.0,0.0,1.3,21.5
T144,Rudy Gobert,MIN,C,72,33.2,12.0,10.9,1.8,0.8,1.4,0.0,66.9,67.4,1.2,0.0,0.0,4.7,7.1,2.6,3.8,0.5,0.0,2.5,33.2
148,Khris Middleton,WAS,F,37,22.9,11.9,3.7,4.1,0.9,0.2,1.3,47.5,85.7,1.5,3.6,36.1,4.3,9.1,1.9,2.3,0.0,0.0,2.0,24.4
149,Jalen Duren,DET,C,78,26.1,11.8,10.3,2.7,0.7,1.1,0.0,69.2,66.9,1.7,0.0,0.0,4.8,7.0,2.1,3.1,0.5,0.0,3.2,32.0
T150,Donte DiVincenzo,MIN,G,62,25.9,11.7,3.7,3.6,1.2,0.3,2.8,42.2,77.8,1.6,7.1,39.7,4.0,9.6,0.8,1.0,0.0,0.0,1.8,24.3
T150,Brandin Podziemski,GSW,G,64,26.8,11.7,5.1,3.4,1.1,0.2,1.8,44.5,75.8,1.2,4.8,37.2,4.4,9.8,1.1,1.5,0.0,0.0,1.5,25.6
152,Corey Kispert,WAS,F,61,26.2,11.6,3.0,1.7,0.4,0.2,2.0,45.1,85.2,1.0,5.4,36.4,4.2,9.3,1.2,1.4,0.0,0.0,1.6,18.6
153,Jeremy Sochan,SAS,F,54,25.2,11.4,6.5,2.4,0.8,0.5,0.5,53.5,69.6,1.6,1.7,30.8,4.6,8.7,1.6,2.3,0.1,0.0,2.4,25.2
154,Toumani Camara,POR,F,78,32.7,11.3,5.8,2.2,1.5,0.6,1.7,45.8,72.2,1.4,4.6,37.5,4.2,9.2,1.2,1.6,0.1,0.0,2.9,26.6
155,Isaiah Hartenstein,OKC,C,57,27.9,11.2,10.7,3.8,0.8,1.1,0.0,58.1,67.5,1.7,0.3,0.0,4.9,8.4,1.4,2.1,0.5,0.0,3.0,33.9
T156,Walker Kessler,UTA,C,58,30.1,11.1,12.2,1.7,0.6,2.4,0.1,66.3,52.0,1.5,0.6,17.6,4.8,7.2,1.4,2.6,0.5,0.0,2.2,35.7
T156,Gary Trent,MIL,G,74,25.5,11.1,2.3,1.2,1.0,0.1,2.4,43.1,84.8,0.6,5.9,41.6,3.8,8.9,1.1,1.2,0.0,0.0,1.7,18.1
T156,Jrue Holiday,POR,G,62,30.6,11.1,4.3,3.9,1.1,0.4,1.7,44.3,90.9,1.2,4.9,35.3,4.1,9.2,1.1,1.2,0.0,0.0,1.6,25.2
T156,Buddy Hield,GSW,G,82,22.8,11.1,3.2,1.6,0.8,0.3,2.5,41.7,82.8,1.1,6.7,37.0,4.0,9.6,0.6,0.8,0.0,0.0,1.6,19.7
T160,Tim Hardaway,DEN,F,77,27.9,11.0,2.4,1.6,0.5,0.1,2.2,40.6,85.5,0.6,5.9,36.8,3.6,8.8,1.6,1.9,0.0,0.0,1.2,17.3
T160,Duncan Robinson,DET,F,74,24.1,11.0,2.3,2.4,0.5,0.1,2.6,43.7,88.7,1.2,6.5,39.3,3.9,9.0,0.6,0.7,0.0,0.0,1.8,18.0
T160,Spencer Dinwiddie,CHA,G,79,27.0,11.0,2.6,4.4,0.9,0.2,1.4,41.6,80.2,1.3,4.1,33.4,3.6,8.6,2.5,3.1,0.1,0.0,1.5,22.9
T160,Guerschon Yabusele,NYK,F,70,27.0,11.0,5.6,2.1,0.8,0.3,1.5,50.1,72.5,1.2,3.9,38.0,4.0,8.0,1.4,2.0,0.0,0.0,2.3,23.2
164,Brice Sensabaugh,UTA,F,71,20.2,10.9,3.0,1.5,0.6,0.1,2.2,45.9,89.0,1.5,5.2,42.2,3.9,8.4,0.9,1.0,0.0,0.0,1.6,17.5
T165,Bogdan Bogdanovic,LAC,G,54,24.9,10.8,2.9,2.7,0.8,0.2,1.9,42.7,87.9,1.4,5.4,36.3,3.9,9.1,1.1,1.2,0.0,0.0,2.4,19.9
T165,Jordan Hawkins,NOP,G,56,23.6,10.8,2.8,1.2,0.5,0.4,2.0,37.2,81.6,1.0,5.9,33.1,3.7,9.9,1.4,1.8,0.0,0.0,0.9,17.7
T167,Brandon Boston,FA,F,42,23.7,10.7,3.2,2.2,1.3,0.2,1.2,43.6,78.8,1.2,3.3,35.0,4.0,9.1,1.6,2.0,0.0,0.0,1.7,21.0
T167,Nikola Jovic,MIA,F,46,25.2,10.7,3.9,2.8,0.8,0.3,1.7,45.5,82.8,1.3,4.6,37.1,3.7,8.2,1.6,1.9,0.0,0.0,1.8,21.7
T169,Terry Rozier,MIA,G,64,25.9,10.6,3.7,2.6,0.6,0.2,1.4,39.1,85.2,1.2,4.8,29.5,3.9,9.9,1.4,1.7,0.0,0.0,1.1,20.2
T169,Grayson Allen,PHO,G,64,24.1,10.6,3.0,2.1,0.8,0.3,2.3,44.8,81.6,1.2,5.5,42.6,3.4,7.6,1.5,1.8,0.0,0.0,1.5,19.7
T169,Keon Johnson,FA,G,79,24.4,10.6,3.7,2.2,1.0,0.4,1.6,38.9,77.0,1.5,5.1,31.4,3.8,9.9,1.4,1.8,0.0,0.0,2.6,21.2
172,Obi Toppin,IND,F,79,19.6,10.5,4.0,1.6,0.6,0.4,1.4,52.9,78.1,0.9,3.8,36.5,4.0,7.6,1.1,1.4,0.0,0.0,1.4,19.8
T173,Jonas Valanciunas,DEN,C,81,18.8,10.4,7.7,2.0,0.5,0.6,0.1,55.0,87.9,1.5,0.5,21.6,4.3,7.7,1.8,2.0,0.3,0.0,2.2,24.3
T173,Ochai Agbaji,TOR,F,64,27.2,10.4,3.8,1.5,0.9,0.5,1.6,49.8,70.8,0.8,4.0,39.9,4.2,8.3,0.5,0.8,0.0,0.0,2.0,20.5
T173,Grant Williams,CHA,F,16,29.9,10.4,5.1,2.3,1.1,0.8,1.7,43.9,83.8,1.8,4.6,36.5,3.4,7.7,1.9,2.3,0.0,0.0,2.9,24.1
T173,Jaylen Wells,MEM,F,79,25.9,10.4,3.4,1.7,0.6,0.1,1.7,42.5,82.2,0.9,5.0,35.2,3.6,8.6,1.4,1.7,0.0,0.0,1.8,18.2
T177,Jose Alvarado,NOP,G,56,24.4,10.3,2.4,4.6,1.3,0.3,2.0,39.2,81.1,1.5,5.5,35.9,3.6,9.3,1.1,1.3,0.0,0.0,1.6,23.4
T177,De'Anthony Melton,GSW,G,6,20.2,10.3,3.3,2.8,1.2,0.3,2.2,40.7,62.5,1.7,5.8,37.1,3.7,9.0,0.8,1.3,0.2,0.0,3.0,21.4
T177,Herbert Jones,NOP,F,20,32.5,10.3,3.9,3.3,1.9,0.5,1.1,43.6,82.5,1.8,3.6,30.6,3.8,8.6,1.7,2.0,0.0,0.0,3.3,25.0
T177,Kevin Porter,MIL,G,75,19.8,10.3,3.7,3.4,1.1,0.2,0.7,44.9,76.9,1.8,2.4,31.1,3.9,8.7,1.7,2.3,0.0,0.0,1.6,21.8
T177,Nic Claxton,BKN,C,70,26.9,10.3,7.4,2.2,0.9,1.4,0.1,56.3,51.3,1.2,0.3,23.8,4.6,8.1,1.1,2.2,0.2,0.0,2.1,28.2
T182,Tyus Jones,ORL,G,81,26.8,10.2,2.4,5.3,0.9,0.1,2.0,44.8,89.5,1.1,5.0,41.4,3.8,8.4,0.6,0.7,0.1,0.0,0.8,22.8
T182,Isaiah Joe,OKC,G,74,21.7,10.2,2.6,1.6,0.6,0.1,2.6,44.0,82.1,0.5,6.3,41.2,3.5,7.9,0.6,0.8,0.0,0.0,1.5,17.6
T182,Trendon Watford,PHI,F,44,20.7,10.2,3.6,2.6,0.6,0.3,0.7,46.9,76.2,1.9,2.0,33.0,3.7,8.0,2.1,2.8,0.0,0.0,2.2,19.3
T185,Justin Edwards,PHI,F,44,26.1,10.1,3.4,1.6,1.0,0.4,1.6,45.5,69.6,1.1,4.3,36.3,3.9,8.6,0.7,1.0,0.0,0.0,2.2,19.5
T185,Keion Brooks,FA,F,14,23.6,10.1,4.1,0.9,0.7,0.7,1.0,48.6,73.3,0.9,3.1,32.6,3.8,7.8,1.6,2.1,0.1,0.0,2.1,19.9
T185,Ausar Thompson,DET,F,59,22.5,10.1,5.1,2.3,1.7,0.7,0.2,53.5,64.1,1.4,0.8,22.4,4.2,7.8,1.5,2.4,0.1,0.0,2.8,25.3
T185,Luguentz Dort,OKC,F,71,29.3,10.1,4.1,1.6,1.1,0.5,2.4,43.5,71.7,0.7,5.8,41.2,3.6,8.4,0.5,0.6,0.0,0.0,2.9,21.8
T185,Derrick Jones,LAC,F,77,24.3,10.1,3.4,0.8,1.0,0.4,1.0,52.6,70.3,0.9,2.8,35.6,4.0,7.6,1.1,1.5,0.0,0.0,2.0,18.9
T190,Ziaire Williams,BKN,F,63,24.5,10.0,4.6,1.3,1.0,0.5,1.6,41.2,82.1,1.1,4.8,34.1,3.4,8.3,1.6,2.0,0.0,0.0,2.4,20.8
T190,Andrew Nembhard,IND,G,65,29.0,10.0,3.3,5.0,1.2,0.2,0.8,45.8,79.4,1.7,2.7,29.1,3.8,8.3,1.7,2.1,0.0,0.0,2.3,24.0
T190,Chris Boucher,BOS,F,50,17.3,10.0,4.5,0.7,0.5,0.5,1.4,49.2,78.2,0.6,3.9,36.3,3.6,7.4,1.4,1.7,0.1,0.0,1.4,18.8
