,Player,Team,Pos,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,TO,3PA,3P%,FGM,FGA,FTM,FTA,2DBL,3DBL,PF,FPTS
T439,Emoni Bates,PHI,F,10,7.5,3.7,0.7,0.8,0.1,0.1,1.1,34.2,0.0,0.2,3.0,36.7,1.3,3.8,0.0,0.0,0.0,0.0,0.4,6.1
T439,Markieff Morris,FA,C,15,11.0,3.7,1.5,1.4,0.1,0.2,0.6,30.0,83.3,0.3,2.4,25.0,1.4,4.7,0.3,0.4,0.0,0.0,1.1,8.3
T439,Blake Wesley,POR,G,58,11.7,3.7,1.1,2.0,0.6,0.1,0.3,43.5,62.3,0.9,1.0,29.3,1.4,3.2,0.7,1.1,0.0,0.0,0.8,9.2
T439,Craig Porter,CLE,G,51,10.0,3.7,1.3,1.4,0.3,0.3,0.4,51.4,71.9,0.7,0.9,43.8,1.4,2.7,0.5,0.6,0.0,0.0,0.5,8.5
T439,Jackson Rowe,GSW,F,6,8.5,3.7,1.8,0.7,0.7,0.0,0.5,47.1,50.0,0.2,1.7,30.0,1.3,2.8,0.5,1.0,0.0,0.0,0.7,8.7
T445,Jaylon Tyson,CLE,F,47,9.6,3.6,2.0,0.9,0.3,0.1,0.4,43.0,79.2,0.6,1.2,34.5,1.4,3.2,0.4,0.5,0.0,0.0,1.1,7.9
T445,Baylor Scheierman,BOS,G,31,12.4,3.6,2.1,1.1,0.5,0.1,0.8,35.5,75.0,0.4,2.6,31.7,1.3,3.5,0.3,0.4,0.0,0.0,0.7,9.2
T445,Jae'Sean Tate,HOU,F,52,11.3,3.6,2.3,0.9,0.5,0.1,0.3,47.3,68.1,0.4,0.9,34.8,1.3,2.8,0.6,0.9,0.0,0.0,1.6,9.2
T445,JT Thor,FA,F,20,12.4,3.6,2.4,0.3,0.4,0.5,0.3,42.4,68.2,0.5,1.1,28.6,1.3,3.0,0.8,1.1,0.0,0.0,0.9,9.0
T449,Doug McDermott,SAC,F,42,8.1,3.5,0.5,0.2,0.1,0.0,1.0,42.7,60.0,0.1,2.4,43.6,1.2,2.8,0.1,0.1,0.0,0.0,0.7,4.7
T449,Dario Saric,SAC,C,16,13.2,3.5,3.1,1.4,0.4,0.1,0.4,36.2,70.0,0.9,1.6,26.9,1.3,3.6,0.4,0.6,0.1,0.0,1.2,10.0
T449,Luka Garza,BOS,C,39,5.6,3.5,1.4,0.3,0.2,0.1,0.3,49.5,68.6,0.3,0.9,27.8,1.3,2.7,0.6,0.9,0.0,0.0,0.7,6.0
T449,Elfrid Payton,FA,G,24,21.3,3.5,3.3,6.9,1.0,0.5,0.0,32.8,57.1,2.5,0.3,16.7,1.7,5.1,0.2,0.3,0.1,0.0,1.5,19.8
T449,Cory Joseph,FA,G,50,12.2,3.5,1.5,1.4,0.5,0.1,0.8,40.3,77.8,0.4,2.1,36.4,1.2,3.1,0.3,0.4,0.0,0.0,1.0,8.9
T454,Jamaree Bouyea,MIL,G,5,12.4,3.4,1.0,2.0,0.8,0.4,0.2,50.0,66.7,1.6,1.0,20.0,1.2,2.4,0.8,1.2,0.0,0.0,0.4,9.6
T454,Bruno Fernando,FA,C,17,8.5,3.4,3.0,1.1,0.2,0.5,0.0,53.1,75.0,0.8,0.0,0.0,1.5,2.9,0.4,0.5,0.0,0.0,1.6,10.1
T454,Andre Jackson,MIL,F,67,14.6,3.4,2.7,1.2,0.5,0.2,0.4,47.7,50.0,0.9,1.1,39.5,1.4,2.9,0.2,0.4,0.0,0.0,1.7,9.8
T454,Isaac Jones,SAC,C,40,7.6,3.4,1.4,0.3,0.1,0.3,0.1,65.1,63.9,0.4,0.2,37.5,1.4,2.1,0.6,0.9,0.0,0.0,0.8,6.2
T458,Kevin Knox,FA,F,14,6.0,3.3,1.2,0.4,0.1,0.3,0.3,50.0,75.0,0.3,1.1,26.7,1.3,2.6,0.4,0.6,0.0,0.0,0.4,6.3
T458,Nate Williams,LAL,G,20,7.3,3.3,0.7,0.5,0.4,0.2,0.3,43.5,62.5,0.7,1.3,23.1,1.4,3.1,0.3,0.4,0.0,0.0,0.8,5.8
T458,Damion Lee,FA,G,25,5.9,3.3,0.8,0.4,0.2,0.0,0.4,36.5,95.2,0.4,1.5,24.3,1.1,3.0,0.8,0.8,0.0,0.0,0.2,5.3
T461,Zeke Nnaji,DEN,C,57,10.7,3.2,1.6,0.4,0.4,0.7,0.3,49.6,61.4,0.2,0.9,32.7,1.2,2.5,0.5,0.8,0.0,0.0,1.1,8.8
T461,Cam Reddish,FA,F,33,17.8,3.2,2.0,0.7,1.0,0.3,0.4,40.4,61.5,0.4,1.4,27.7,1.2,2.8,0.5,0.8,0.0,0.0,1.3,10.2
T461,Elijah Harkless,UTA,G,10,13.7,3.2,2.1,0.8,1.0,0.1,0.7,31.4,50.0,0.3,2.5,28.0,1.1,3.5,0.3,0.6,0.0,0.0,1.8,9.9
T464,Kylor Kelley,FA,C,11,11.5,3.1,3.5,0.5,0.1,0.3,0.0,63.6,60.0,0.4,0.0,0.0,1.3,2.0,0.5,0.9,0.1,0.0,1.4,8.8
T464,Delon Wright,IND,G,40,15.9,3.1,1.7,1.9,0.9,0.3,0.5,34.4,60.0,0.6,1.8,27.4,1.1,3.3,0.4,0.6,0.0,0.0,0.6,11.0
T466,P.J. Tucker,FA,F,3,19.3,3.0,2.7,0.0,0.3,0.3,1.0,42.9,0.0,0.3,2.0,50.0,1.0,2.3,0.0,0.0,0.0,0.0,2.7,7.9
T466,Rayan Rupert,POR,G,52,8.8,3.0,1.3,0.5,0.3,0.1,0.3,40.8,76.7,0.6,1.1,27.1,1.1,2.7,0.4,0.6,0.0,0.0,0.7,5.9
T466,Gary Harris,MIL,G,48,14.8,3.0,1.3,0.6,0.5,0.3,0.8,38.3,58.3,0.4,2.1,35.6,1.1,2.8,0.1,0.3,0.0,0.0,0.9,7.6
T466,Taze Moore,FA,G,2,10.0,3.0,4.0,0.5,1.0,0.0,0.5,20.0,50.0,1.0,2.0,25.0,1.0,5.0,0.5,1.0,0.0,0.0,0.0,10.6
T466,Maxi Kleber,LAL,C,34,18.7,3.0,2.8,1.3,0.3,0.5,0.4,38.5,76.2,0.7,1.4,26.5,1.1,2.8,0.5,0.6,0.0,0.0,1.9,9.9
T471,Pete Nance,MIL,C,13,10.6,2.9,1.6,0.8,0.2,0.2,0.7,43.8,50.0,0.3,1.8,37.5,1.1,2.5,0.1,0.2,0.0,0.0,1.3,6.6
T471,Markelle Fultz,FA,G,21,8.7,2.9,1.0,1.3,0.5,0.1,0.2,41.8,100.0,0.7,0.4,50.0,1.3,3.2,0.0,0.0,0.0,0.0,0.6,7.0
T471,Taj Gibson,FA,C,37,11.0,2.9,3.2,0.6,0.2,0.5,0.0,49.5,60.0,0.7,0.1,50.0,1.3,2.6,0.3,0.5,0.0,0.0,1.5,9.1
T471,Tyler Smith,MIL,F,23,5.3,2.9,1.1,0.2,0.1,0.2,0.6,48.0,75.0,0.3,1.3,43.3,1.0,2.2,0.3,0.3,0.0,0.0,0.5,5.0
T475,David Duke,PHO,G,6,5.5,2.7,0.8,0.7,0.2,0.0,0.5,42.9,50.0,0.3,1.0,50.0,1.0,2.3,0.2,0.3,0.0,0.0,0.2,4.8
T475,RayJ Dennis,IND,G,11,6.5,2.7,1.1,1.3,0.6,0.2,0.5,33.3,100.0,0.5,1.9,28.6,1.0,3.0,0.2,0.2,0.0,0.0,0.6,7.9
T475,Keshad Johnson,MIA,F,16,6.3,2.7,1.8,0.3,0.3,0.3,0.2,69.2,44.4,0.3,0.4,42.9,1.1,1.6,0.3,0.6,0.0,0.0,0.7,6.6
T478,Reece Beekman,ORL,G,36,13.1,2.6,1.1,1.8,0.9,0.1,0.2,32.7,76.2,0.6,1.1,17.5,1.0,3.0,0.4,0.6,0.0,0.0,1.0,8.8
T478,Hunter Tyson,DEN,F,51,7.8,2.6,1.5,0.4,0.2,0.1,0.5,37.5,75.0,0.3,1.5,31.1,0.9,2.4,0.4,0.5,0.0,0.0,0.9,5.7
T478,Anthony Gill,WAS,F,50,7.9,2.6,1.3,0.3,0.2,0.0,0.2,48.9,66.0,0.2,0.6,32.3,0.9,1.8,0.7,1.0,0.0,0.0,0.6,5.1
T478,Josh Minott,BOS,F,46,6.0,2.6,1.0,0.4,0.3,0.3,0.3,48.9,89.5,0.2,0.9,32.6,1.0,2.0,0.4,0.4,0.0,0.0,0.7,5.9
T478,Jae Crowder,FA,F,9,11.6,2.6,2.2,0.7,0.3,0.0,0.4,31.8,83.3,0.4,1.7,26.7,0.8,2.4,0.6,0.7,0.0,0.0,1.1,6.8
T483,Trey Jemison,NYK,C,38,10.4,2.5,2.8,0.4,0.2,0.4,0.0,55.4,39.4,0.6,0.0,0.0,1.1,1.9,0.3,0.9,0.0,0.0,1.8,7.7
T483,Dillon Jones,WAS,F,54,10.2,2.5,2.2,1.1,0.3,0.1,0.3,38.3,60.7,0.5,1.2,25.4,0.9,2.5,0.3,0.5,0.0,0.0,1.0,7.4
T483,Pat Spencer,GSW,G,39,6.4,2.5,1.2,1.2,0.4,0.1,0.1,40.6,73.3,0.5,0.6,22.7,1.1,2.6,0.3,0.4,0.0,0.0,0.5,6.6
T483,Jaden Springer,NOP,G,43,8.5,2.5,1.3,0.8,0.6,0.1,0.3,38.9,71.1,0.4,1.1,25.0,0.8,2.1,0.6,0.9,0.0,0.0,1.0,6.9
T487,Johnny Davis,FA,G,34,7.1,2.4,1.1,0.3,0.4,0.2,0.2,41.0,60.0,0.2,0.9,24.1,0.9,2.3,0.3,0.4,0.0,0.0,0.5,5.8
T487,Christian Koloko,LAL,C,37,9.2,2.4,2.5,0.4,0.2,0.4,0.0,60.6,71.4,0.3,0.1,0.0,1.1,1.8,0.3,0.4,0.0,0.0,1.2,7.7
T487,John Konchar,MEM,F,46,12.1,2.4,3.3,0.9,0.7,0.3,0.5,45.1,87.5,0.3,1.3,37.1,0.9,2.0,0.2,0.2,0.0,0.0,0.7,10.3
T490,Miles Norris,FA,F,3,11.7,2.3,3.0,0.0,0.7,0.3,0.7,22.2,50.0,0.0,2.3,28.6,0.7,3.0,0.3,0.7,0.0,0.0,0.0,8.9
T490,Mason Jones,FA,G,10,4.6,2.3,0.9,1.1,0.0,0.1,0.1,50.0,80.0,0.1,0.8,12.5,0.9,1.8,0.4,0.5,0.0,0.0,0.3,5.2
T490,MarJon Beauchamp,FA,F,35,4.5,2.3,1.3,0.3,0.1,0.0,0.3,41.5,75.0,0.4,0.8,34.5,0.8,1.9,0.4,0.6,0.0,0.0,0.4,4.2
T490,Bronny James,LAL,G,27,6.7,2.3,0.7,0.8,0.3,0.1,0.3,31.3,78.6,0.5,1.2,28.1,0.8,2.5,0.4,0.5,0.0,0.0,0.5,5.2
T494,TyTy Washington,FA,G,16,7.4,2.2,0.8,1.0,0.2,0.0,0.3,31.1,50.0,0.2,1.3,19.0,0.9,2.8,0.2,0.4,0.0,0.0,0.3,5.0
T494,Drew Peterson,CHA,F,25,7.4,2.2,1.6,0.5,0.2,0.1,0.5,41.5,77.8,0.3,1.3,39.4,0.7,1.6,0.3,0.4,0.0,0.0,0.7,5.4
T494,Patrick Baldwin,LAC,F,24,4.5,2.2,1.0,0.1,0.1,0.1,0.5,54.3,50.0,0.2,1.0,56.5,0.8,1.5,0.1,0.2,0.0,0.0,0.3,4.1
T497,JD Davison,HOU,G,16,5.9,2.1,0.8,0.8,0.3,0.1,0.3,35.3,71.4,0.8,1.1,22.2,0.8,2.1,0.3,0.4,0.0,0.0,0.1,4.6
T497,Dwight Powell,DAL,C,55,10.0,2.1,2.1,1.0,0.3,0.4,0.0,68.9,65.1,0.3,0.1,40.0,0.8,1.1,0.5,0.8,0.0,0.0,1.4,7.9
T497,Jordan McLaughlin,SAS,G,46,6.8,2.1,0.7,1.1,0.3,0.0,0.4,43.1,77.3,0.3,1.0,41.3,0.7,1.6,0.4,0.5,0.0,0.0,0.4,5.3
T497,Enrique Freeman,MIN,F,22,8.2,2.1,1.4,0.4,0.1,0.1,0.0,43.2,68.4,0.3,0.5,10.0,0.7,1.7,0.6,0.9,0.0,0.0,1.0,4.9
T497,Chris Duarte,FA,F,17,4.3,2.1,1.2,0.5,0.0,0.0,0.4,46.2,75.0,0.1,0.9,40.0,0.7,1.5,0.4,0.5,0.0,0.0,0.4,4.3
T497,Johnny Furphy,IND,F,50,7.7,2.1,1.4,0.4,0.4,0.2,0.3,38.0,81.8,0.2,1.0,30.0,0.7,1.8,0.4,0.4,0.0,0.0,0.8,5.8
T503,Tyler Kolek,NYK,G,41,7.1,2.0,0.7,1.7,0.3,0.1,0.3,32.9,76.5,0.4,1.1,29.8,0.7,2.0,0.3,0.4,0.0,0.0,0.6,6.1
T503,Adama Sanogo,FA,C,4,5.3,2.0,1.5,0.3,0.0,0.0,0.0,57.1,0.0,0.3,0.0,0.0,1.0,1.8,0.0,0.0,0.0,0.0,0.3,3.9
T503,Josh Christopher,FA,G,14,5.0,2.0,0.6,0.6,0.4,0.2,0.1,35.5,66.7,0.4,0.8,18.2,0.8,2.2,0.3,0.4,0.0,0.0,0.1,4.9
T506,Bobi Klintman,DET,F,8,5.4,1.9,0.9,0.9,0.3,0.1,0.3,60.0,50.0,0.1,0.6,40.0,0.8,1.3,0.1,0.3,0.0,0.0,1.0,5.2
T506,Kobe Brown,LAC,F,40,6.8,1.9,1.6,0.6,0.2,0.1,0.2,45.8,71.4,0.3,0.7,23.1,0.8,1.8,0.1,0.2,0.0,0.0,0.6,5.3
T506,Ariel Hukporti,NYK,C,25,8.6,1.9,2.0,0.4,0.0,0.6,0.0,67.7,46.2,0.8,0.0,0.0,0.8,1.2,0.2,0.5,0.0,0.0,1.3,6.1
T506,Garrett Temple,TOR,G,28,8.0,1.9,1.0,1.1,0.6,0.1,0.2,30.0,91.7,0.4,1.0,21.4,0.6,2.1,0.4,0.4,0.0,0.0,0.8,6.5
T510,Jericho Sims,MIL,C,53,11.9,1.8,3.7,0.6,0.2,0.4,0.0,63.4,61.5,0.6,0.0,0.0,0.8,1.3,0.2,0.2,0.0,0.0,1.2,8.3
T510,E.J. Liddell,BKN,F,12,4.4,1.8,0.8,0.3,0.1,0.1,0.3,53.3,100.0,0.2,0.8,30.0,0.7,1.3,0.2,0.2,0.0,0.0,0.9,3.4
T510,Adam Flagler,SAS,G,37,5.5,1.8,0.7,0.3,0.2,0.1,0.4,26.0,50.0,0.1,1.9,19.4,0.7,2.6,0.0,0.1,0.0,0.0,0.4,3.9
T510,Trentyn Flowers,LAC,F,6,4.3,1.8,0.7,0.0,0.0,0.0,0.0,36.4,100.0,0.2,0.3,0.0,0.7,1.8,0.5,0.5,0.0,0.0,0.7,2.5
T510,Vlatko Cancar,FA,F,13,10.4,1.8,2.5,0.7,0.2,0.2,0.3,38.5,0.0,0.8,1.2,26.7,0.8,2.0,0.0,0.0,0.0,0.0,0.8,6.1
T510,Jahmir Young,MIA,G,6,4.8,1.8,0.5,1.0,0.0,0.0,0.2,80.0,100.0,0.2,0.3,50.0,0.7,0.8,0.3,0.3,0.0,0.0,0.3,3.8
T516,Pacome Dadiet,NYK,F,18,6.2,1.7,1.0,0.3,0.2,0.1,0.3,32.3,66.7,0.2,1.1,31.6,0.6,1.7,0.2,0.3,0.0,0.0,0.4,3.9
T516,Tristan Thompson,FA,C,40,8.2,1.7,3.4,0.6,0.1,0.3,0.0,43.7,23.3,0.4,0.1,0.0,0.8,1.8,0.2,0.8,0.0,0.0,0.9,7.3
T516,Alex Ducas,FA,G,21,6.0,1.7,1.2,0.2,0.2,0.0,0.5,40.0,100.0,0.2,1.0,47.6,0.6,1.4,0.1,0.1,0.0,0.0,0.6,4.1
T516,Emanuel Miller,CHI,F,6,4.0,1.7,1.3,0.3,0.2,0.0,0.0,50.0,100.0,0.0,0.2,0.0,0.7,1.3,0.3,0.3,0.0,0.0,0.5,4.3
T516,PJ Hall,MEM,C,19,3.4,1.7,1.2,0.2,0.0,0.2,0.1,58.3,75.0,0.1,0.4,25.0,0.7,1.3,0.2,0.2,0.0,0.0,0.6,4.0
T516,Skal Labissiere,WAS,C,3,4.0,1.7,1.0,0.3,0.0,0.0,0.3,50.0,0.0,0.0,0.3,100.0,0.7,1.3,0.0,0.0,0.0,0.0,0.3,3.4
T522,Phillip Wheeler,FA,F,5,8.8,1.6,1.6,0.4,0.2,0.4,0.0,14.3,100.0,0.2,2.0,0.0,0.6,4.2,0.4,0.4,0.0,0.0,0.2,5.7
T522,Jack McVeigh,FA,F,9,4.9,1.6,0.6,0.1,0.0,0.2,0.4,29.4,0.0,0.2,1.4,30.8,0.6,1.9,0.0,0.0,0.0,0.0,0.3,2.8
T522,Armel Traore,FA,F,9,7.3,1.6,1.7,0.1,0.4,0.2,0.0,31.6,28.6,0.3,0.8,0.0,0.7,2.1,0.2,0.8,0.0,0.0,0.7,5.4
T522,Jordan Walsh,BOS,F,52,7.7,1.6,1.3,0.4,0.2,0.2,0.3,36.1,58.3,0.3,1.1,27.3,0.6,1.6,0.1,0.2,0.0,0.0,0.6,4.7
T522,Alex Len,NYK,C,46,8.2,1.6,2.1,0.8,0.2,0.5,0.0,50.8,47.1,0.4,0.2,22.2,0.7,1.4,0.2,0.4,0.0,0.0,1.2,6.8
T522,Yuki Kawamura,CHI,G,22,4.1,1.6,0.5,0.9,0.1,0.0,0.3,36.7,77.8,0.2,1.0,30.4,0.5,1.4,0.3,0.4,0.0,0.0,0.4,3.6
T528,Matt Ryan,NYK,F,19,3.5,1.5,0.4,0.2,0.1,0.0,0.3,32.3,100.0,0.2,1.0,31.6,0.5,1.6,0.1,0.1,0.0,0.0,0.1,2.4
T528,Sidy Cissoko,POR,G,22,5.2,1.5,1.0,0.7,0.1,0.0,0.1,43.3,33.3,0.5,0.6,23.1,0.6,1.4,0.1,0.4,0.0,0.0,0.5,3.5
T528,Kevin McCullar,NYK,F,4,7.5,1.5,2.0,0.5,0.3,0.3,0.0,28.6,100.0,0.0,0.3,0.0,0.5,1.8,0.5,0.5,0.0,0.0,1.5,6.2
T528,Jazian Gortman,OKC,G,16,3.6,1.5,0.3,0.4,0.1,0.1,0.3,39.1,50.0,0.3,0.7,36.4,0.6,1.4,0.1,0.3,0.0,0.0,0.6,2.7
T528,Leonard Miller,MIN,F,13,2.5,1.5,0.8,0.0,0.2,0.1,0.0,40.0,100.0,0.2,0.4,0.0,0.5,1.2,0.6,0.6,0.0,0.0,0.2,3.1
T528,Quincy Olivari,FA,G,2,5.0,1.5,0.0,0.5,0.0,0.0,0.5,20.0,0.0,0.5,2.5,20.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,1.8
T534,Chris Livingston,MIL,F,21,5.0,1.4,1.7,0.2,0.2,0.0,0.0,33.3,75.0,0.3,0.4,0.0,0.4,1.3,0.6,0.8,0.0,0.0,0.4,4.2
T534,Jacob Toppin,ATL,F,17,4.4,1.4,0.9,0.4,0.1,0.0,0.3,40.9,0.0,0.2,0.6,50.0,0.5,1.3,0.0,0.0,0.0,0.0,0.2,3.1
T534,Cam Christie,LAC,G,13,4.5,1.4,0.9,0.5,0.4,0.1,0.2,29.2,50.0,0.2,1.0,15.4,0.5,1.8,0.2,0.3,0.0,0.0,0.3,4.4
T537,Spencer Jones,DEN,F,20,6.2,1.3,0.9,0.3,0.3,0.3,0.1,32.4,100.0,0.3,0.9,5.9,0.6,1.7,0.2,0.2,0.0,0.0,0.9,3.9
T537,Trey Alexander,NOP,G,24,4.8,1.3,0.5,0.5,0.1,0.0,0.1,31.7,75.0,0.2,0.7,17.6,0.5,1.7,0.1,0.2,0.0,0.0,0.4,2.8
539,Jalen Bridges,BOS,F,8,3.9,1.1,0.5,0.0,0.0,0.0,0.3,28.6,75.0,0.5,0.9,28.6,0.3,0.9,0.4,0.5,0.0,0.0,0.0,1.2
T540,Braxton Key,MEM,F,3,3.7,1.0,0.7,0.0,0.7,0.0,0.0,0.0,50.0,0.3,0.3,0.0,0.0,1.3,1.0,2.0,0.0,0.0,0.0,3.5
T540,Bryce McGowens,NOP,G,13,2.4,1.0,0.2,0.2,0.1,0.0,0.0,28.6,83.3,0.3,0.3,0.0,0.3,1.1,0.4,0.5,0.0,0.0,0.2,1.4
T540,Yuri Collins,FA,G,2,8.0,1.0,1.5,2.0,1.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,2.5,8.8
T540,Daniss Jenkins,DET,G,7,3.1,1.0,0.3,0.4,0.0,0.0,0.1,30.0,0.0,0.1,1.0,14.3,0.4,1.4,0.0,0.3,0.0,0.0,0.3,1.8
T540,Xavier Tillman,BOS,F,33,7.0,1.0,1.3,0.2,0.3,0.2,0.2,24.5,75.0,0.4,1.0,15.6,0.4,1.6,0.1,0.1,0.0,0.0,0.5,3.9
T540,Luke Travers,CLE,F,12,7.3,1.0,1.7,0.7,0.1,0.1,0.0,25.0,100.0,0.7,0.8,0.0,0.4,1.7,0.2,0.2,0.0,0.0,0.5,3.8
T546,Anton Watson,LAL,F,9,2.4,0.9,0.3,0.2,0.1,0.0,0.0,44.4,0.0,0.2,0.1,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.3,1.7
T546,Isaiah Crawford,HOU,F,15,3.1,0.9,0.5,0.1,0.1,0.1,0.1,45.5,50.0,0.1,0.3,20.0,0.3,0.7,0.1,0.3,0.0,0.0,0.1,2.1
T546,Justin Minaya,FA,F,19,5.2,0.9,0.5,0.4,0.3,0.1,0.1,38.1,0.0,0.3,0.5,20.0,0.4,1.1,0.0,0.1,0.0,0.0,0.6,3.0
T549,D.J. Carton,NOP,G,4,8.3,0.8,1.0,0.8,0.5,0.0,0.0,14.3,100.0,1.0,0.8,0.0,0.3,1.8,0.3,0.3,0.0,0.0,0.3,3.6
T549,Joe Ingles,MIN,F,19,6.1,0.8,0.6,1.2,0.1,0.0,0.2,26.1,0.0,0.5,0.8,20.0,0.3,1.2,0.0,0.0,0.0,0.0,0.6,3.1
T549,Harrison Ingram,SAS,F,5,7.0,0.8,1.8,0.6,0.6,0.0,0.0,50.0,0.0,0.2,0.2,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.4,5.5
T549,PJ Dozier,FA,F,9,4.0,0.8,0.6,0.6,0.1,0.0,0.2,66.7,16.7,0.1,0.3,66.7,0.2,0.3,0.1,0.7,0.0,0.0,0.3,2.5
T553,Ulrich Chomche,TOR,C,7,4.6,0.7,1.1,0.3,0.0,0.1,0.0,40.0,50.0,0.3,0.0,0.0,0.3,0.7,0.1,0.3,0.0,0.0,0.7,2.7
T553,James Johnson,FA,F,12,3.1,0.7,0.5,0.3,0.0,0.2,0.0,36.4,0.0,0.3,0.3,0.0,0.3,0.9,0.0,0.1,0.0,0.0,0.4,1.9
T553,Liam Robbins,FA,C,13,4.5,0.7,0.9,0.2,0.2,0.2,0.0,25.0,50.0,0.5,0.2,0.0,0.2,0.6,0.4,0.8,0.0,0.0,0.7,2.5
T553,Stanley Umude,SAS,G,22,3.9,0.7,0.8,0.2,0.1,0.3,0.1,19.2,50.0,0.1,0.7,20.0,0.2,1.2,0.1,0.2,0.0,0.0,0.4,3.0
557,Yongxi Cui,FA,G,5,2.0,0.6,0.4,0.0,0.0,0.0,0.0,14.3,50.0,0.0,0.6,0.0,0.2,1.4,0.2,0.4,0.0,0.0,0.0,1.1
558,Tristen Newton,MIN,G,8,2.0,0.4,0.5,0.3,0.1,0.0,0.0,12.5,100.0,0.3,0.4,0.0,0.1,1.0,0.1,0.1,0.0,0.0,0.5,1.5
T559,Daishen Nix,FA,G,3,4.3,0.3,1.3,1.0,0.0,0.0,0.0,0.0,50.0,1.3,0.3,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.3,2.1
T559,Malevy Leons,OKC,F,6,3.3,0.3,0.5,0.2,0.0,0.0,0.0,0.0,50.0,0.2,0.2,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.7,1.0
T561,Jalen McDaniels,FA,F,4,1.8,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
T561,Terence Davis,SAC,G,1,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.7
T561,Jahlil Okafor,FA,C,1,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
T561,Riley Minix,SAS,F,1,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.4
T561,Jesse Edwards,FA,C,2,2.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
T561,Zyon Pullin,MIN,G,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
T561,Isaiah Stevens,SAC,G,3,2.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.8
T561,Mac McClung,FA,G,2,5.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.9
T561,Terry Taylor,FA,F,3,2.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.4
