,,,Stats,,,,,,,,,,Ratings,,,,,,,,
,Player,Team,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,Overall,PTS,REB,AST,STL,BLK,3PM,FG%,FT%
323,Reed Sheppard,HOU,52,654,229,78,75,35,17,48,35.1,81.3,-1.13,-2.20,-1.75,-1.27,-1.38,-0.82,-1.01,-0.58,-0.06
324,Talen Horton-Tucker,CHI,58,722,379,100,83,21,11,41,45.7,73.5,-1.13,-1.82,-1.62,-1.22,-1.91,-1.00,-1.11,-0.07,-0.32
325,Steven Adams,HOU,57,794,225,327,66,22,28,0,54.5,46.2,-1.14,-2.21,-0.34,-1.33,-1.88,-0.48,-1.69,0.32,-1.51
326,DeAndre Jordan,DEN,56,689,209,284,53,16,27,0,65.0,42.2,-1.14,-2.25,-0.58,-1.42,-2.11,-0.51,-1.69,0.61,-1.18
327,Kai Jones,DAL/LAC,40,467,198,125,25,15,23,1,79.8,71.9,-1.14,-2.27,-1.48,-1.61,-2.15,-0.63,-1.67,0.84,-0.18
328,Herbert Jones,NOP,20,649,205,78,65,37,9,22,43.6,82.5,-1.15,-2.26,-1.75,-1.34,-1.30,-1.06,-1.38,-0.07,0.00
329,John Konchar,MEM,46,557,112,151,42,30,14,23,45.1,87.5,-1.15,-2.49,-1.34,-1.50,-1.57,-0.91,-1.36,0.04,-0.04
330,Lindy Waters,DET/GSW,52,778,256,110,52,27,11,64,36.9,72.7,-1.15,-2.13,-1.57,-1.43,-1.68,-1.00,-0.79,-0.51,-0.11
331,Brandon Williams,DAL,33,487,275,58,76,24,5,24,52.1,83.3,-1.15,-2.08,-1.86,-1.26,-1.80,-1.19,-1.35,0.25,0.07
332,Daniel Theis,NOP,38,622,162,164,60,18,20,9,47.3,83.8,-1.15,-2.36,-1.26,-1.37,-2.03,-0.72,-1.56,0.07,0.01
333,KJ Simpson,CHA,36,844,282,109,112,34,6,33,34.6,82.0,-1.16,-2.06,-1.57,-1.02,-1.41,-1.16,-1.22,-0.80,0.00
334,Svi Mykhailiuk,UTA,38,759,334,90,76,19,7,70,39.1,80.0,-1.16,-1.93,-1.68,-1.26,-1.99,-1.13,-0.70,-0.51,-0.06
335,Eric Gordon,PHI,39,767,266,46,65,26,12,56,42.6,75.0,-1.16,-2.10,-1.93,-1.34,-1.72,-0.97,-0.90,-0.15,-0.16
336,Zeke Nnaji,DEN,57,609,184,90,23,25,38,17,49.6,61.4,-1.16,-2.31,-1.68,-1.63,-1.76,-0.17,-1.45,0.14,-0.44
337,Kris Murray,POR,69,1041,287,182,68,35,17,27,41.9,45.6,-1.16,-2.05,-1.16,-1.32,-1.38,-0.82,-1.31,-0.29,-0.97
338,Jeff Dowtin,PHI,41,623,285,60,78,24,12,28,48.7,73.3,-1.16,-2.05,-1.85,-1.25,-1.80,-0.97,-1.29,0.12,-0.19
339,Kessler Edwards,DAL,40,610,168,115,42,19,20,22,49.6,92.3,-1.17,-2.35,-1.54,-1.50,-1.99,-0.72,-1.38,0.14,0.01
340,Kyle Lowry,PHI,35,660,138,67,96,33,11,29,35.0,81.8,-1.17,-2.42,-1.81,-1.13,-1.45,-1.00,-1.28,-0.23,-0.03
341,Jarred Vanderbilt,LAL,36,580,147,182,41,35,10,9,48.8,55.6,-1.17,-2.40,-1.16,-1.50,-1.38,-1.03,-1.56,0.11,-0.47
342,Jordan Goodwin,LAL,29,542,161,112,42,30,11,26,43.8,81.8,-1.18,-2.37,-1.56,-1.50,-1.57,-1.00,-1.32,-0.04,-0.06
343,Bol Bol,PHX,36,450,244,104,22,9,25,32,52.5,76.9,-1.18,-2.16,-1.60,-1.63,-2.38,-0.57,-1.24,0.26,-0.10
344,Larry Nance,ATL,24,463,203,103,38,20,13,34,51.6,69.2,-1.18,-2.26,-1.61,-1.52,-1.95,-0.94,-1.21,0.21,-0.13
345,Caleb Houstan,ORL,58,787,239,75,35,22,6,64,42.1,88.2,-1.18,-2.17,-1.76,-1.54,-1.88,-1.16,-0.79,-0.16,0.00
346,Jared McCain,PHI,23,594,352,56,60,15,0,51,46.0,87.5,-1.18,-1.89,-1.87,-1.37,-2.15,-1.34,-0.97,-0.04,0.16
347,Robert Williams,POR,20,351,116,118,21,13,33,1,64.1,88.2,-1.19,-2.48,-1.52,-1.64,-2.22,-0.32,-1.67,0.37,0.00
348,Malcolm Brogdon,WAS,24,565,305,91,98,13,5,16,43.3,88.0,-1.19,-2.00,-1.67,-1.11,-2.22,-1.19,-1.46,-0.16,0.33
349,Pelle Larsson,MIA,55,782,251,92,65,32,7,32,43.8,67.2,-1.19,-2.14,-1.67,-1.34,-1.49,-1.13,-1.24,-0.10,-0.41
350,Ajay Mitchell,OKC,36,599,234,68,64,25,4,23,49.5,82.9,-1.19,-2.18,-1.80,-1.35,-1.76,-1.22,-1.36,0.14,-0.01
351,Tosan Evbuomwan,BKN,28,665,267,120,55,24,10,24,42.7,75.3,-1.20,-2.10,-1.51,-1.41,-1.80,-1.03,-1.35,-0.17,-0.19
352,Antonio Reeves,NOP,44,660,305,63,39,21,4,51,45.6,80.0,-1.20,-2.00,-1.83,-1.52,-1.91,-1.22,-0.97,-0.05,-0.06
353,Collin Gillespie,PHX,33,460,194,78,78,21,5,39,43.0,86.4,-1.20,-2.28,-1.75,-1.25,-1.91,-1.19,-1.14,-0.08,0.00
354,Jalen Pickett,DEN,49,663,200,71,107,19,5,40,42.8,75.0,-1.20,-2.27,-1.79,-1.05,-1.99,-1.19,-1.13,-0.12,-0.09
355,Charles Bassey,SAS,36,377,157,152,17,14,30,0,58.1,63.6,-1.20,-2.38,-1.33,-1.67,-2.18,-0.42,-1.69,0.35,-0.31
356,Landry Shamet,NYK,50,760,286,61,27,23,2,62,46.1,66.7,-1.20,-2.05,-1.84,-1.60,-1.84,-1.28,-0.82,-0.01,-0.18
357,Blake Wesley,SAS,58,681,217,61,114,37,6,17,43.5,62.3,-1.20,-2.23,-1.84,-1.01,-1.30,-1.16,-1.45,-0.09,-0.55
358,Micah Potter,UTA,38,704,162,164,31,14,14,31,42.2,85.0,-1.20,-2.36,-1.26,-1.57,-2.18,-0.91,-1.25,-0.08,-0.02
359,Keaton Wallace,ATL,31,501,168,50,81,28,9,27,40.1,100.0,-1.21,-2.35,-1.91,-1.23,-1.65,-1.06,-1.31,-0.19,0.04
360,Cory Joseph,ORL,50,610,177,74,72,26,4,39,40.3,77.8,-1.21,-2.33,-1.77,-1.29,-1.72,-1.22,-1.14,-0.17,-0.08
361,Craig Porter,CLE,51,512,188,67,71,17,15,21,51.4,71.9,-1.22,-2.30,-1.81,-1.30,-2.07,-0.88,-1.39,0.20,-0.18
362,Dwight Powell,DAL,55,551,114,118,55,18,21,2,68.9,65.1,-1.22,-2.48,-1.52,-1.41,-2.03,-0.69,-1.66,0.38,-0.35
363,Jericho Sims,MIL/NYK,53,630,98,197,33,10,19,0,63.4,61.5,-1.22,-2.52,-1.08,-1.56,-2.34,-0.76,-1.69,0.34,-0.18
364,Mo Bamba,LAC/NOP,33,414,138,145,18,9,31,15,46.4,70.4,-1.23,-2.42,-1.37,-1.66,-2.38,-0.38,-1.48,0.06,-0.18
365,Monte Morris,PHX,45,572,233,67,73,20,3,31,42.6,85.7,-1.23,-2.19,-1.81,-1.29,-1.95,-1.25,-1.25,-0.14,0.06
366,Jae'Sean Tate,HOU,52,590,188,117,47,26,7,16,47.3,68.1,-1.23,-2.30,-1.53,-1.46,-1.72,-1.13,-1.46,0.07,-0.31
367,Pat Connaughton,MIL,41,606,216,109,70,9,11,26,46.9,77.4,-1.23,-2.23,-1.57,-1.31,-2.38,-1.00,-1.32,0.05,-0.10
368,Delon Wright,MIL/NYK,40,634,125,66,77,35,12,20,34.4,60.0,-1.23,-2.46,-1.82,-1.26,-1.38,-0.97,-1.41,-0.29,-0.30
369,Jaylen Clark,MIN,40,520,163,53,26,36,2,22,46.7,78.4,-1.23,-2.36,-1.89,-1.61,-1.34,-1.28,-1.38,0.06,-0.08
370,Bismack Biyombo,SAS,28,526,144,158,31,16,23,0,58.8,40.0,-1.23,-2.41,-1.30,-1.57,-2.11,-0.63,-1.69,0.36,-0.53
371,Elfrid Payton,CHA/NOP,24,511,85,79,166,24,11,1,32.8,57.1,-1.23,-2.56,-1.74,-0.65,-1.80,-1.00,-1.67,-0.31,-0.15
372,Grant Williams,CHA,16,478,166,82,37,18,13,27,43.9,83.8,-1.24,-2.35,-1.73,-1.53,-2.03,-0.94,-1.31,-0.01,0.01
373,Vasilije Micic,CHA/PHX,41,785,269,89,128,15,0,45,34.8,82.9,-1.24,-2.09,-1.69,-0.91,-2.15,-1.34,-1.06,-0.70,0.01
374,Colby Jones,SAC/WAS,39,516,157,87,44,26,13,16,45.7,65.7,-1.24,-2.38,-1.70,-1.48,-1.72,-0.94,-1.46,0.03,-0.29
375,Trevelin Queen,ORL,31,430,152,54,38,31,10,22,38.1,85.7,-1.25,-2.39,-1.88,-1.52,-1.53,-1.03,-1.38,-0.22,-0.01
376,Cody Williams,UTA,50,1056,230,113,59,23,16,35,32.3,72.5,-1.25,-2.19,-1.55,-1.38,-1.84,-0.85,-1.20,-0.79,-0.19
377,Duop Reath,POR,46,472,194,92,26,12,14,34,42.2,90.9,-1.25,-2.28,-1.67,-1.61,-2.26,-0.91,-1.21,-0.12,0.05
378,Jock Landale,HOU,42,496,200,137,37,13,10,11,53.3,67.5,-1.25,-2.27,-1.41,-1.53,-2.22,-1.03,-1.53,0.26,-0.29
379,Gary Harris,ORL,48,709,145,64,30,26,12,36,38.3,58.3,-1.26,-2.41,-1.83,-1.58,-1.72,-0.97,-1.18,-0.18,-0.19
380,Matisse Thybulle,POR,15,311,112,52,28,33,9,21,47.7,46.7,-1.26,-2.49,-1.89,-1.59,-1.45,-1.06,-1.39,0.09,-0.30
381,Wendell Moore,CHA/DET,36,500,150,95,42,20,5,14,46.8,81.8,-1.27,-2.39,-1.65,-1.50,-1.95,-1.19,-1.49,0.06,-0.04
382,Rob Dillingham,MIN,49,519,219,50,98,20,1,25,44.1,53.3,-1.27,-2.22,-1.91,-1.11,-1.95,-1.31,-1.34,-0.09,-0.26
383,Jett Howard,ORL,60,698,267,70,44,13,11,55,37.4,69.6,-1.28,-2.10,-1.79,-1.48,-2.22,-1.00,-0.92,-0.52,-0.18
384,Jamal Cain,NOP,37,502,196,85,22,23,9,26,43.0,68.0,-1.28,-2.28,-1.71,-1.63,-1.84,-1.06,-1.32,-0.08,-0.33
385,Lonnie Walker,PHI,20,479,247,63,50,10,5,45,42.0,80.0,-1.28,-2.15,-1.83,-1.44,-2.34,-1.19,-1.06,-0.19,-0.06
386,Cam Reddish,LAL,33,588,105,66,23,33,10,13,40.4,61.5,-1.29,-2.51,-1.82,-1.63,-1.45,-1.03,-1.50,-0.06,-0.29
387,Mitchell Robinson,NYK,17,290,87,101,13,16,18,0,66.1,68.4,-1.29,-2.55,-1.62,-1.69,-2.11,-0.79,-1.69,0.32,-0.17
388,Quenton Jackson,IND,28,380,162,44,53,21,5,15,47.5,77.5,-1.29,-2.36,-1.94,-1.42,-1.91,-1.19,-1.48,0.08,-0.10
389,Vince Williams,MEM,27,499,179,98,55,12,7,26,40.1,79.2,-1.29,-2.32,-1.63,-1.41,-2.26,-1.13,-1.32,-0.19,-0.07
390,David Roddy,ATL/HOU/PHI,33,408,153,84,35,14,9,19,45.6,76.9,-1.30,-2.39,-1.71,-1.54,-2.18,-1.06,-1.42,0.03,-0.10
391,Malaki Branham,SAS,47,429,235,51,38,11,2,34,45.8,81.8,-1.30,-2.18,-1.90,-1.52,-2.30,-1.28,-1.21,0.00,-0.03
392,Olivier-Maxence Prosper,DAL,52,580,201,126,40,26,6,12,40.2,64.5,-1.31,-2.27,-1.48,-1.51,-1.72,-1.16,-1.52,-0.20,-0.59
393,Ousmane Dieng,OKC,37,405,142,81,31,17,7,23,43.2,68.8,-1.31,-2.41,-1.73,-1.57,-2.07,-1.13,-1.36,-0.03,-0.15
394,AJ Johnson,MIL/WAS,29,639,220,59,76,12,3,24,38.5,86.5,-1.31,-2.22,-1.86,-1.26,-2.26,-1.25,-1.35,-0.35,0.06
395,Jaylon Tyson,CLE,47,451,167,96,44,13,3,20,43.0,79.2,-1.31,-2.35,-1.65,-1.48,-2.22,-1.25,-1.41,-0.07,-0.07
396,Josh Minott,MIN,46,277,119,47,18,15,12,14,48.9,89.5,-1.32,-2.47,-1.92,-1.66,-2.15,-0.97,-1.49,0.12,0.02
397,Reece Beekman,BKN/GSW,36,471,93,39,63,33,2,7,32.7,76.2,-1.32,-2.54,-1.97,-1.35,-1.45,-1.28,-1.59,-0.26,-0.10
398,Maxi Kleber,DAL,34,637,103,95,43,9,17,13,38.5,76.2,-1.32,-2.51,-1.65,-1.49,-2.38,-0.82,-1.50,-0.10,-0.10
399,Bones Hyland,LAC/MIN,24,238,149,25,32,18,4,32,39.8,88.5,-1.32,-2.40,-2.05,-1.56,-2.03,-1.22,-1.24,-0.11,0.04
400,A.J. Lawson,TOR,26,485,236,86,31,13,6,33,42.1,68.3,-1.32,-2.18,-1.70,-1.57,-2.22,-1.16,-1.22,-0.16,-0.39
401,Johnny Furphy,IND,50,383,103,71,19,18,11,15,38.0,81.8,-1.33,-2.51,-1.79,-1.65,-2.03,-1.00,-1.48,-0.10,-0.04
402,Dillon Jones,OKC,54,553,135,121,58,16,4,16,38.3,60.7,-1.33,-2.43,-1.50,-1.39,-2.11,-1.22,-1.46,-0.18,-0.31
403,Taj Gibson,CHA,37,408,107,120,21,9,18,1,49.5,60.0,-1.33,-2.50,-1.51,-1.64,-2.38,-0.79,-1.67,0.13,-0.25
404,Dru Smith,MIA,14,268,87,36,23,21,6,16,50.8,75.0,-1.33,-2.55,-1.99,-1.63,-1.91,-1.16,-1.46,0.14,-0.10
405,Dominick Barlow,ATL,35,373,148,85,19,9,16,7,53.1,63.6,-1.33,-2.40,-1.71,-1.65,-2.38,-0.85,-1.59,0.22,-0.31
406,Dante Exum,DAL,20,372,174,33,56,12,3,23,47.8,74.2,-1.33,-2.33,-2.00,-1.40,-2.26,-1.25,-1.36,0.09,-0.14
407,Alex Len,LAL/SAC,46,377,74,95,38,9,21,2,50.8,47.1,-1.33,-2.58,-1.65,-1.52,-2.38,-0.69,-1.66,0.14,-0.33
408,Christian Koloko,LAL,37,342,90,92,16,8,16,0,60.6,71.4,-1.33,-2.54,-1.67,-1.67,-2.41,-0.85,-1.69,0.28,-0.12
409,Branden Carlson,OKC,32,246,122,54,14,5,21,22,44.3,77.8,-1.34,-2.46,-1.88,-1.69,-2.53,-0.69,-1.38,0.02,-0.08
410,Colin Castleton,MEM/PHI/TOR,26,430,123,122,28,8,10,2,46.9,76.3,-1.34,-2.46,-1.50,-1.59,-2.41,-1.03,-1.66,0.08,-0.12
411,Jeff Green,HOU,32,395,172,58,20,6,4,29,50.4,80.8,-1.34,-2.34,-1.86,-1.65,-2.49,-1.22,-1.28,0.16,-0.05
412,Jordan Miller,LAC,37,418,152,58,34,17,5,8,43.3,80.0,-1.34,-2.39,-1.86,-1.55,-2.07,-1.19,-1.57,-0.04,-0.06
413,Jaden Springer,BOS/UTA,43,366,109,58,33,24,4,12,38.9,71.1,-1.34,-2.50,-1.86,-1.56,-1.80,-1.22,-1.52,-0.08,-0.21
414,GG Jackson,MEM,29,459,209,92,29,12,5,32,37.2,72.5,-1.34,-2.25,-1.67,-1.58,-2.26,-1.19,-1.24,-0.38,-0.19
415,Reggie Jackson,PHI,31,384,136,42,45,16,3,25,39.1,77.8,-1.35,-2.43,-1.95,-1.48,-2.11,-1.25,-1.34,-0.16,-0.08
416,Oscar Tshiebwe,UTA,14,254,107,122,9,13,1,0,60.0,74.2,-1.35,-2.50,-1.50,-1.72,-2.22,-1.31,-1.69,0.28,-0.14
417,Rayan Rupert,POR,52,459,155,70,25,16,4,16,40.8,76.7,-1.35,-2.38,-1.79,-1.61,-2.11,-1.22,-1.46,-0.13,-0.11
418,Baylor Scheierman,BOS,31,385,113,65,33,17,2,26,35.5,75.0,-1.35,-2.49,-1.82,-1.56,-2.07,-1.28,-1.32,-0.20,-0.10
419,Jevon Carter,CHI,36,320,153,39,40,13,3,35,37.7,80.0,-1.35,-2.39,-1.97,-1.51,-2.22,-1.25,-1.20,-0.23,-0.07
420,Torrey Craig,BOS/CHI,26,312,108,73,17,8,12,24,42.2,66.7,-1.35,-2.50,-1.78,-1.67,-2.41,-0.97,-1.35,-0.01,-0.14
421,Tre Mann,CHA,13,319,183,38,39,7,4,24,43.5,90.5,-1.36,-2.31,-1.97,-1.52,-2.45,-1.22,-1.35,-0.07,0.04
422,Kevin Love,MIA,23,251,122,94,22,15,4,24,35.7,69.6,-1.36,-2.46,-1.66,-1.63,-2.15,-1.22,-1.35,-0.21,-0.18
423,Keion Brooks,NOP,14,331,142,58,13,10,10,14,48.6,73.3,-1.36,-2.41,-1.86,-1.69,-2.34,-1.03,-1.49,0.11,-0.15
424,Jordan McLaughlin,SAC/SAS,46,314,98,30,51,16,1,19,43.1,77.3,-1.36,-2.52,-2.02,-1.43,-2.11,-1.31,-1.42,0.02,-0.09
425,Devin Carter,SAC,36,396,138,76,41,21,4,18,37.0,59.1,-1.37,-2.42,-1.76,-1.50,-1.91,-1.22,-1.43,-0.21,-0.49
426,Hunter Tyson,DEN,51,400,134,78,20,10,6,23,37.5,75.0,-1.37,-2.43,-1.75,-1.65,-2.34,-1.16,-1.36,-0.18,-0.13
427,Terrence Shannon,MIN,32,338,138,47,32,7,5,11,48.2,81.0,-1.38,-2.42,-1.92,-1.56,-2.45,-1.19,-1.53,0.10,-0.05
428,Patty Mills,LAC/UTA,29,321,111,22,26,13,3,26,37.5,92.9,-1.38,-2.49,-2.06,-1.61,-2.22,-1.25,-1.32,-0.12,0.02
429,Jordan Walsh,BOS,52,401,82,69,19,12,11,15,36.1,58.3,-1.38,-2.56,-1.80,-1.65,-2.26,-1.00,-1.48,-0.11,-0.19
430,Marvin Bagley,MEM/WAS,31,268,136,84,11,9,8,3,51.9,65.7,-1.38,-2.43,-1.71,-1.71,-2.38,-1.09,-1.64,0.19,-0.29
431,Cam Spencer,MEM,25,251,106,30,34,9,1,19,41.5,100.0,-1.39,-2.50,-2.02,-1.55,-2.38,-1.31,-1.42,-0.02,0.12
432,Alex Reese,OKC/PHI,15,214,76,47,4,10,10,15,48.1,75.0,-1.39,-2.58,-1.92,-1.76,-2.34,-1.03,-1.48,0.10,-0.10
433,Jared Rhoden,CHA/TOR,14,227,118,42,16,10,2,12,48.3,88.0,-1.39,-2.47,-1.95,-1.67,-2.34,-1.28,-1.52,0.10,0.03
434,Maxwell Lewis,BKN/LAL,28,327,116,55,19,9,7,19,41.7,70.0,-1.39,-2.48,-1.88,-1.65,-2.38,-1.13,-1.42,-0.05,-0.12
435,Damion Baugh,CHA,15,370,109,50,56,15,2,12,32.3,86.7,-1.39,-2.50,-1.91,-1.40,-2.15,-1.28,-1.52,-0.35,-0.02
436,Isaac Jones,SAC,40,303,134,57,12,5,10,3,65.1,63.9,-1.39,-2.43,-1.87,-1.70,-2.53,-1.03,-1.64,0.40,-0.33
437,Pat Spencer,GSW,39,248,98,46,48,14,3,5,40.6,73.3,-1.39,-2.52,-1.93,-1.46,-2.18,-1.25,-1.62,-0.06,-0.11
438,Tyler Kolek,NYK,41,293,81,27,70,12,4,14,32.9,76.5,-1.39,-2.57,-2.04,-1.31,-2.26,-1.22,-1.49,-0.17,-0.09
439,Marcus Bagley,PHI,10,252,67,70,10,9,12,5,39.1,80.0,-1.40,-2.60,-1.79,-1.71,-2.38,-0.97,-1.62,-0.03,-0.07
440,Trey Jemison,LAL/NOP,38,394,95,105,16,9,15,0,55.4,39.4,-1.40,-2.53,-1.60,-1.67,-2.38,-0.88,-1.69,0.22,-0.69
441,Doug McDermott,SAC,42,342,147,22,7,4,2,44,42.7,60.0,-1.41,-2.40,-2.06,-1.73,-2.57,-1.28,-1.07,-0.04,-0.12
442,Garrett Temple,TOR,28,225,53,29,31,17,2,6,30.0,91.7,-1.41,-2.64,-2.02,-1.57,-2.07,-1.28,-1.60,-0.13,0.00
443,Kobe Brown,LAC,40,271,77,65,24,7,4,6,45.8,71.4,-1.42,-2.58,-1.82,-1.62,-2.45,-1.22,-1.60,0.07,-0.10
444,Jalen Hood-Schifino,LAL/PHI,15,314,106,27,37,5,7,14,37.8,85.7,-1.42,-2.50,-2.04,-1.53,-2.53,-1.13,-1.49,-0.12,-0.01
445,Johnny Davis,WAS,34,240,80,38,11,15,6,7,41.0,60.0,-1.42,-2.57,-1.97,-1.71,-2.15,-1.16,-1.59,-0.02,-0.21
446,Anthony Gill,WAS,50,397,129,66,16,9,2,10,48.9,66.0,-1.42,-2.45,-1.82,-1.67,-2.38,-1.28,-1.55,0.12,-0.38
447,Dariq Whitehead,BKN,20,246,114,29,12,6,1,33,40.6,60.0,-1.43,-2.48,-2.02,-1.70,-2.49,-1.31,-1.22,-0.05,-0.12
448,Luka Garza,MIN,39,220,138,54,11,6,3,10,49.5,68.6,-1.43,-2.42,-1.88,-1.71,-2.49,-1.25,-1.55,0.13,-0.24
449,Bruno Fernando,TOR,17,145,58,51,18,4,9,0,53.1,75.0,-1.43,-2.62,-1.90,-1.66,-2.57,-1.06,-1.69,0.16,-0.09
450,Moses Brown,DAL/IND,13,120,76,44,2,6,4,0,69.4,72.7,-1.43,-2.58,-1.94,-1.77,-2.49,-1.22,-1.69,0.33,-0.11
451,Isaiah Wong,CHA,20,265,120,32,28,11,0,13,39.0,73.5,-1.43,-2.47,-2.01,-1.59,-2.30,-1.34,-1.50,-0.11,-0.16
452,JT Thor,CLE/WAS,20,248,71,48,6,8,9,6,42.4,68.2,-1.44,-2.59,-1.92,-1.74,-2.41,-1.06,-1.60,0.03,-0.19
453,Chuma Okeke,CLE/PHI,9,196,53,47,15,5,4,11,50.0,66.7,-1.44,-2.64,-1.92,-1.68,-2.53,-1.22,-1.53,0.12,-0.09
454,Jaylen Martin,BKN/WAS,16,240,78,44,17,9,0,7,41.9,90.0,-1.44,-2.57,-1.94,-1.67,-2.38,-1.34,-1.59,0.00,-0.02
455,Ariel Hukporti,NYK,25,216,48,51,11,1,15,0,67.7,46.2,-1.44,-2.65,-1.90,-1.71,-2.68,-0.88,-1.69,0.24,-0.28
456,Drew Timme,BKN,9,254,109,65,20,4,1,9,44.1,62.5,-1.45,-2.50,-1.82,-1.65,-2.57,-1.31,-1.56,0.01,-0.20
457,Markelle Fultz,SAC,21,183,61,20,27,10,2,4,41.8,100.0,-1.45,-2.62,-2.08,-1.60,-2.34,-1.28,-1.63,0.01,-0.07
458,Tony Bradley,IND,14,113,61,42,6,2,9,1,64.4,33.3,-1.45,-2.62,-1.95,-1.74,-2.65,-1.06,-1.67,0.26,-0.20
459,Drew Peterson,BOS,25,185,54,40,13,5,2,13,41.5,77.8,-1.45,-2.63,-1.96,-1.69,-2.53,-1.28,-1.50,0.05,-0.08
460,Killian Hayes,BKN,6,163,54,18,31,4,4,8,41.9,83.3,-1.46,-2.63,-2.09,-1.57,-2.57,-1.22,-1.57,0.05,-0.05
461,Lamar Stevens,MEM,17,154,74,38,8,5,3,8,46.0,72.7,-1.46,-2.58,-1.97,-1.73,-2.53,-1.25,-1.57,0.08,-0.11
462,Dario Saric,DEN,16,211,56,50,23,7,1,7,36.2,70.0,-1.46,-2.63,-1.91,-1.63,-2.45,-1.31,-1.59,-0.04,-0.12
463,De'Anthony Melton,GSW,6,121,62,20,17,7,2,13,40.7,62.5,-1.46,-2.61,-2.08,-1.67,-2.45,-1.28,-1.50,0.02,-0.14
464,Xavier Tillman,BOS,33,231,34,43,7,11,5,5,24.5,75.0,-1.46,-2.68,-1.95,-1.73,-2.30,-1.19,-1.62,-0.16,-0.08
465,Tyler Smith,MIL,23,121,67,25,4,3,4,13,48.0,75.0,-1.46,-2.60,-2.05,-1.76,-2.61,-1.22,-1.50,0.10,-0.09
466,Lester Quinones,NOP/PHI,14,186,86,19,24,3,2,13,39.7,84.6,-1.47,-2.55,-2.08,-1.62,-2.61,-1.28,-1.50,-0.04,-0.04
467,Damion Lee,PHX,25,147,83,20,11,6,0,9,36.5,95.2,-1.47,-2.56,-2.08,-1.71,-2.49,-1.34,-1.56,-0.08,0.09
468,Bronny James,LAL,27,182,62,18,22,9,3,9,31.3,78.6,-1.47,-2.61,-2.09,-1.63,-2.38,-1.25,-1.56,-0.14,-0.08
469,MarJon Beauchamp,LAC/MIL/NYK,35,159,79,44,11,4,1,10,41.5,75.0,-1.47,-2.57,-1.94,-1.71,-2.57,-1.31,-1.55,0.01,-0.11
470,Nate Williams,HOU,20,146,65,13,9,8,4,6,43.5,62.5,-1.47,-2.61,-2.12,-1.72,-2.41,-1.22,-1.60,0.04,-0.14
471,Tristan Thompson,CLE,40,327,69,134,24,2,11,0,43.7,23.3,-1.48,-2.60,-1.43,-1.62,-2.65,-1.00,-1.69,0.03,-0.86
472,Patrick Baldwin,LAC/WAS,24,107,53,25,3,3,2,13,54.3,50.0,-1.48,-2.64,-2.05,-1.76,-2.61,-1.28,-1.50,0.15,-0.13
473,Keshad Johnson,MIA,16,100,43,28,4,5,4,3,69.2,44.4,-1.48,-2.66,-2.03,-1.76,-2.53,-1.22,-1.64,0.23,-0.22
474,Alex Ducas,OKC,21,125,36,26,5,5,0,10,40.0,100.0,-1.49,-2.68,-2.04,-1.75,-2.53,-1.34,-1.55,0.05,-0.06
475,RayJ Dennis,IND,11,71,30,12,14,7,2,6,33.3,100.0,-1.49,-2.69,-2.12,-1.69,-2.45,-1.28,-1.60,0.00,-0.06
476,Elijah Harkless,UTA,10,137,32,21,8,10,1,7,31.4,50.0,-1.49,-2.69,-2.07,-1.73,-2.34,-1.31,-1.59,-0.02,-0.16
477,Josh Richardson,MIA,8,149,32,12,12,8,1,6,28.9,100.0,-1.49,-2.69,-2.12,-1.70,-2.41,-1.31,-1.60,-0.05,-0.04
478,Cole Swider,DET/TOR,10,170,59,27,3,4,2,15,34.9,0.0,-1.49,-2.62,-2.04,-1.76,-2.57,-1.28,-1.48,-0.08,-0.11
479,Isaiah Jackson,IND,5,84,35,28,5,3,8,0,60.9,50.0,-1.49,-2.68,-2.03,-1.75,-2.61,-1.09,-1.69,0.17,-0.27
480,Adam Flagler,OKC,37,202,65,27,12,8,3,14,26.0,50.0,-1.49,-2.61,-2.04,-1.70,-2.41,-1.25,-1.49,-0.36,-0.10
481,Kevin Knox,GSW,14,84,46,17,5,2,4,4,50.0,75.0,-1.49,-2.65,-2.09,-1.75,-2.65,-1.22,-1.63,0.12,-0.09
482,Pete Nance,MIL/PHI,13,138,38,21,10,2,2,9,43.8,50.0,-1.50,-2.67,-2.07,-1.71,-2.65,-1.28,-1.56,0.08,-0.10
483,Vlatko Cancar,DEN,13,135,24,32,9,3,2,4,38.5,0.0,-1.50,-2.71,-2.01,-1.72,-2.61,-1.28,-1.63,0.05,-0.08
484,Oshae Brissett,PHI,6,143,52,22,4,4,3,6,48.7,57.1,-1.50,-2.64,-2.06,-1.76,-2.57,-1.25,-1.60,0.11,-0.22
485,N'Faly Dante,HOU,4,51,24,21,2,1,5,0,76.9,80.0,-1.50,-2.71,-2.07,-1.77,-2.68,-1.19,-1.69,0.19,-0.07
486,Spencer Jones,DEN,20,124,26,17,5,5,5,1,32.4,100.0,-1.50,-2.70,-2.09,-1.75,-2.53,-1.19,-1.67,-0.01,-0.05
487,Kylor Kelley,DAL/NOP,11,126,34,39,5,1,3,0,63.6,60.0,-1.50,-2.68,-1.97,-1.75,-2.68,-1.25,-1.69,0.18,-0.16
488,Markieff Morris,DAL/LAL,15,165,56,23,21,2,3,9,30.0,83.3,-1.50,-2.63,-2.06,-1.64,-2.65,-1.25,-1.56,-0.17,-0.06
