,,,Stats,,,,,,,,,,Ratings,,,,,,,,
,Player,Team,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,Overall,PTS,REB,AST,STL,BLK,3PM,FG%,FT%
287,Jalen Hood-Schifino,LAL/PHI,12,23.3,8.1,1.9,2.8,0.4,0.5,1.2,38.2,88.2,-0.81,-1.56,-1.50,-0.55,-1.36,-0.24,-0.60,-0.91,0.26
288,Markieff Morris,DAL/LAL,3,22.7,7.3,2.7,3.0,0.3,0.7,0.7,39.1,100.0,-0.81,-1.69,-1.21,-0.43,-1.54,0.09,-1.07,-0.86,0.24
289,Zach Collins,CHI/SAS,16,15.9,6.1,5.3,1.8,0.3,0.3,0.4,52.6,90.0,-0.81,-1.91,-0.20,-1.00,-1.72,-0.61,-1.35,0.25,0.04
290,Baylor Scheierman,BOS,14,18.0,6.1,2.9,1.5,0.9,0.1,1.6,40.0,66.7,-0.82,-1.90,-1.13,-1.11,-0.40,-0.95,-0.21,-0.51,-0.31
291,A.J. Lawson,TOR,14,19.9,8.6,3.6,1.6,0.7,0.3,0.9,42.4,72.7,-0.82,-1.46,-0.83,-1.04,-0.71,-0.67,-0.82,-0.52,-0.48
292,Steven Adams,HOU,11,18.0,5.1,7.1,0.8,0.5,0.6,0.0,62.2,52.6,-0.82,-2.09,0.51,-1.42,-1.08,0.03,-1.70,0.59,-1.37
293,Alex Reese,OKC/PHI,8,16.1,6.3,3.1,0.4,0.5,0.3,1.5,50.0,85.7,-0.82,-1.88,-1.03,-1.62,-1.18,-0.74,-0.28,0.11,0.03
294,Dereck Lively,DAL,4,16.0,5.5,4.8,0.3,0.8,0.5,0.0,71.4,50.0,-0.83,-2.01,-0.40,-1.67,-0.63,-0.24,-1.70,0.98,-0.94
295,Tony Bradley,IND,9,11.2,6.1,4.2,0.6,0.2,0.9,0.1,61.9,50.0,-0.83,-1.91,-0.60,-1.54,-1.78,0.53,-1.60,0.75,-0.52
296,Nae'Qwan Tomlin,CLE,2,24.5,13.0,7.5,1.0,0.0,0.5,1.0,37.5,75.0,-0.84,-0.68,0.67,-1.33,-2.27,-0.24,-0.75,-1.65,-0.43
297,Jonathan Kuminga,GSW,14,20.9,11.8,3.9,2.4,0.6,0.2,0.4,42.2,75.0,-0.84,-0.90,-0.72,-0.72,-1.02,-0.81,-1.30,-0.78,-0.44
298,Jaylen Wells,MEM,12,25.7,8.3,4.0,1.9,0.5,0.0,1.3,35.6,87.5,-0.84,-1.53,-0.69,-0.92,-1.18,-1.24,-0.44,-1.10,0.40
299,Jay Huff,MEM,11,10.5,6.3,1.8,0.5,0.3,0.9,0.9,52.0,87.5,-0.84,-1.88,-1.54,-1.58,-1.67,0.57,-0.84,0.21,0.03
300,Gabe Vincent,LAL,16,21.8,7.9,1.6,1.0,0.7,0.1,2.2,41.9,80.0,-0.84,-1.58,-1.61,-1.33,-0.77,-1.11,0.38,-0.51,-0.16
301,Jaden Hardy,DAL,11,19.2,11.7,1.6,1.5,0.5,0.0,1.6,45.5,76.0,-0.84,-0.91,-1.61,-1.09,-1.08,-1.24,-0.15,-0.38,-0.26
302,Jaxson Hayes,LAL,16,20.4,7.9,5.4,1.0,0.6,0.6,0.0,73.7,41.2,-0.84,-1.59,-0.13,-1.33,-1.04,0.01,-1.70,1.40,-2.32
303,Seth Curry,CHA,13,19.9,9.1,1.7,1.6,0.2,0.0,1.5,51.8,92.9,-0.85,-1.38,-1.59,-1.06,-1.76,-1.24,-0.31,0.23,0.29
304,Cameron Payne,NYK,13,19.2,7.2,1.8,3.6,0.5,0.2,1.3,35.8,100.0,-0.85,-1.72,-1.56,-0.15,-1.26,-0.78,-0.46,-1.10,0.21
305,Colin Castleton,MEM/PHI/TOR,11,22.2,6.7,6.4,1.5,0.5,0.4,0.1,47.5,68.2,-0.86,-1.80,0.23,-1.13,-1.28,-0.51,-1.62,-0.05,-0.69
306,Jackson Rowe,GSW,1,9.0,6.0,3.0,1.0,1.0,0.0,1.0,100.0,50.0,-0.86,-1.93,-1.08,-1.33,-0.08,-1.24,-0.75,1.27,-1.70
307,Maxwell Lewis,BKN/LAL,15,18.3,7.1,3.0,1.1,0.5,0.5,1.1,43.2,70.0,-0.86,-1.74,-1.08,-1.30,-1.10,-0.31,-0.63,-0.40,-0.32
308,Talen Horton-Tucker,CHI,10,17.8,11.0,1.7,1.9,0.5,0.1,0.6,48.6,79.1,-0.86,-1.04,-1.58,-0.93,-1.18,-1.04,-1.13,-0.02,0.05
309,Jalen Pickett,DEN,15,19.1,5.6,2.2,3.3,0.6,0.1,1.2,40.8,66.7,-0.87,-2.00,-1.39,-0.31,-0.96,-0.97,-0.56,-0.43,-0.30
310,Sidy Cissoko,POR/SAS,2,27.0,5.0,5.0,4.5,0.5,0.5,0.0,33.3,66.7,-0.87,-2.10,-0.30,0.24,-1.18,-0.24,-1.70,-1.05,-0.62
311,Marcus Smart,MEM/WAS,6,17.0,7.0,1.8,2.0,1.2,0.3,1.2,38.9,58.3,-0.87,-1.75,-1.53,-0.88,0.28,-0.57,-0.60,-0.66,-1.24
312,Bismack Biyombo,SAS,14,19.8,4.8,6.1,1.0,0.4,0.7,0.0,50.0,50.0,-0.87,-2.14,0.14,-1.33,-1.49,0.19,-1.70,0.11,-0.73
313,Landry Shamet,NYK,17,21.4,9.1,1.8,0.6,0.5,0.0,2.4,43.9,77.8,-0.87,-1.37,-1.54,-1.52,-1.24,-1.24,0.53,-0.41,-0.17
314,Pat Connaughton,MIL,10,14.6,8.3,2.7,1.9,0.3,0.2,0.6,54.1,78.6,-0.87,-1.52,-1.20,-0.93,-1.61,-0.84,-1.13,0.39,-0.13
315,Jalen Smith,CHI,8,13.0,7.4,5.6,1.4,0.3,0.4,0.5,46.2,70.0,-0.87,-1.68,-0.06,-1.17,-1.72,-0.49,-1.23,-0.19,-0.43
316,Thomas Bryant,IND/MIA,17,13.2,5.5,2.9,0.2,0.4,0.7,0.6,45.2,94.4,-0.87,-2.02,-1.10,-1.71,-1.37,0.17,-1.15,-0.13,0.33
317,Josh Okogie,CHA/PHX,8,15.9,7.9,2.1,1.1,1.0,0.4,0.9,33.3,76.5,-0.87,-1.59,-1.42,-1.28,-0.08,-0.49,-0.87,-0.97,-0.27
318,Quinten Post,GSW,14,16.4,7.5,2.7,1.1,0.3,0.3,1.8,43.5,75.0,-0.88,-1.66,-1.19,-1.30,-1.64,-0.67,-0.01,-0.35,-0.22
319,Khris Middleton,MIL/WAS,5,18.0,8.0,2.6,2.2,0.8,0.0,1.2,35.0,85.7,-0.88,-1.57,-1.23,-0.79,-0.52,-1.24,-0.56,-1.29,0.15
320,Dean Wade,CLE,13,19.9,5.4,2.8,0.8,0.6,0.2,1.5,45.3,60.0,-0.88,-2.04,-1.14,-1.40,-0.92,-0.78,-0.31,-0.11,-0.37
321,Isaac Okoro,CLE,15,18.7,7.3,2.5,0.9,0.6,0.1,1.0,51.3,80.0,-0.89,-1.70,-1.26,-1.39,-0.96,-1.10,-0.75,0.18,-0.10
322,Jae'Sean Tate,HOU,7,14.3,5.0,2.7,1.3,0.3,0.4,0.9,61.9,75.0,-0.89,-2.10,-1.19,-1.21,-1.64,-0.38,-0.89,0.53,-0.22
323,Precious Achiuwa,NYK,15,17.5,6.5,4.6,0.7,0.8,0.7,0.1,45.8,50.0,-0.89,-1.83,-0.46,-1.45,-0.52,0.09,-1.64,-0.21,-1.10
324,Moussa Diabate,CHA,14,15.0,7.4,4.7,0.4,0.5,0.4,0.0,62.7,65.5,-0.89,-1.69,-0.41,-1.59,-1.18,-0.53,-1.70,0.81,-0.86
325,AJ Green,MIL,15,22.6,6.9,2.9,1.8,0.3,0.1,2.1,43.8,50.0,-0.89,-1.76,-1.13,-0.97,-1.69,-1.10,0.26,-0.28,-0.49
326,Tidjane Salaun,CHA,12,27.6,8.4,6.5,1.8,0.3,0.2,1.2,36.3,70.0,-0.90,-1.50,0.28,-0.96,-1.72,-0.90,-0.60,-1.10,-0.68
327,Vince Williams,MEM,11,18.5,5.9,3.6,2.0,0.2,0.4,1.0,39.3,100.0,-0.90,-1.94,-0.83,-0.88,-1.87,-0.51,-0.75,-0.57,0.17
328,Neemias Queta,BOS,11,11.1,4.6,2.9,1.0,0.3,0.6,0.0,72.4,81.8,-0.90,-2.17,-1.11,-1.33,-1.67,0.03,-1.70,0.80,-0.05
329,Zeke Nnaji,DEN,11,13.0,3.7,1.4,0.8,0.9,0.9,0.5,40.6,66.7,-0.90,-2.33,-1.72,-1.42,-0.28,0.57,-1.27,-0.20,-0.58
330,Jordan Clarkson,UTA,3,21.3,12.7,3.0,3.0,0.0,0.3,1.3,40.6,72.7,-0.90,-0.74,-1.08,-0.43,-2.27,-0.57,-0.44,-1.07,-0.64
331,Micah Potter,UTA,8,22.9,4.0,5.3,1.0,0.5,0.4,0.4,38.7,83.3,-0.91,-2.28,-0.20,-1.33,-1.18,-0.49,-1.35,-0.39,-0.05
332,Jabari Walker,POR,10,15.8,7.8,3.6,0.6,0.5,0.0,0.5,54.7,78.9,-0.91,-1.61,-0.85,-1.51,-1.18,-1.24,-1.23,0.39,-0.09
333,Josh Green,CHA,8,21.4,7.8,1.1,1.6,0.5,0.3,1.3,44.0,80.0,-0.91,-1.62,-1.81,-1.05,-1.18,-0.74,-0.52,-0.33,-0.08
334,Ricky Council,PHI,16,24.3,10.1,5.4,1.9,0.3,0.2,0.9,34.9,76.7,-0.92,-1.19,-0.15,-0.94,-1.59,-0.86,-0.87,-1.49,-0.24
335,Branden Carlson,OKC,12,10.5,5.5,2.1,0.6,0.3,1.1,0.7,44.4,71.4,-0.92,-2.01,-1.44,-1.52,-1.72,0.92,-1.07,-0.18,-0.37
336,DeAndre Jordan,DEN,10,16.2,5.6,7.0,1.7,0.4,0.7,0.0,64.7,44.4,-0.93,-2.00,0.48,-1.02,-1.39,0.16,-1.70,0.69,-2.66
337,Jordan Hawkins,NOP,7,25.4,10.1,3.9,1.6,0.1,0.4,2.0,32.9,73.3,-0.93,-1.19,-0.75,-1.08,-1.96,-0.38,0.20,-1.89,-0.41
338,Cody Martin,CHA/PHX,14,14.6,3.7,3.4,1.1,0.9,0.4,0.2,35.1,75.0,-0.93,-2.33,-0.91,-1.27,-0.24,-0.38,-1.50,-0.59,-0.23
339,Garrison Mathews,ATL,3,17.7,6.0,2.0,1.0,0.0,0.7,1.7,40.0,100.0,-0.93,-1.93,-1.47,-1.33,-2.27,0.09,-0.12,-0.47,0.03
340,Oshae Brissett,PHI,5,24.0,7.6,4.2,0.8,0.6,0.4,0.6,45.2,63.6,-0.93,-1.64,-0.61,-1.42,-0.96,-0.44,-1.13,-0.24,-1.02
341,Paul Reed,DET,8,12.0,3.9,3.5,1.1,0.6,0.8,0.3,40.0,62.5,-0.94,-2.30,-0.88,-1.28,-0.90,0.26,-1.47,-0.32,-0.59
342,Mason Plumlee,PHX,8,13.3,3.5,4.6,1.6,0.4,0.5,0.0,69.2,66.7,-0.94,-2.37,-0.45,-1.05,-1.45,-0.24,-1.70,0.48,-0.73
343,Damion Baugh,CHA,5,23.2,5.8,5.0,3.6,0.4,0.2,0.6,26.8,100.0,-0.94,-1.96,-0.30,-0.16,-1.39,-0.84,-1.13,-2.09,0.33
344,Svi Mykhailiuk,UTA,11,20.2,7.4,2.3,2.2,0.3,0.1,1.5,40.0,81.8,-0.95,-1.68,-1.36,-0.80,-1.67,-1.06,-0.32,-0.63,-0.05
345,Jaylen Sims,CHA,6,18.5,7.0,1.0,2.0,0.5,0.2,1.0,42.9,80.0,-0.95,-1.75,-1.86,-0.88,-1.18,-0.90,-0.75,-0.27,0.02
346,Cole Swider,DET/TOR,8,19.6,7.4,3.1,0.3,0.5,0.3,1.9,37.9,0.0,-0.95,-1.68,-1.03,-1.67,-1.18,-0.74,0.08,-0.91,-0.45
347,Malaki Branham,SAS,9,12.9,9.7,1.4,1.2,0.3,0.0,1.1,49.3,81.8,-0.95,-1.28,-1.68,-1.23,-1.54,-1.24,-0.65,0.03,-0.02
348,Julian Phillips,CHI,15,15.3,4.9,2.2,0.6,0.7,0.1,0.7,45.8,100.0,-0.95,-2.13,-1.39,-1.51,-0.67,-0.97,-1.07,-0.08,0.20
349,PJ Hall,DEN,3,5.7,5.3,1.7,0.3,0.0,0.7,0.7,77.8,0.0,-0.95,-2.04,-1.60,-1.64,-2.27,0.09,-1.07,1.08,-0.18
350,Blake Wesley,SAS,17,19.4,5.6,1.9,2.4,1.2,0.2,0.6,39.5,56.7,-0.95,-2.00,-1.51,-0.70,0.30,-0.89,-1.15,-0.50,-1.20
351,Alex Ducas,OKC,4,12.3,3.3,2.8,0.8,0.8,0.0,0.8,50.0,100.0,-0.95,-2.41,-1.18,-1.45,-0.63,-1.24,-0.99,0.12,0.14
352,Pete Nance,MIL/PHI,5,13.6,4.6,2.2,1.4,0.2,0.4,1.0,52.9,0.0,-0.96,-2.17,-1.39,-1.15,-1.83,-0.44,-0.75,0.23,-0.18
353,Jarred Vanderbilt,LAL,15,14.5,3.5,4.4,0.7,0.8,0.3,0.0,45.8,69.2,-0.96,-2.36,-0.53,-1.45,-0.52,-0.71,-1.70,-0.04,-0.38
354,Kyle Lowry,PHI,2,18.0,2.5,1.0,1.5,1.0,0.5,0.5,33.3,0.0,-0.96,-2.55,-1.86,-1.11,-0.08,-0.24,-1.23,-0.46,-0.18
355,Jaylon Tyson,CLE,6,13.7,7.2,2.7,1.0,0.7,0.2,1.0,39.5,75.0,-0.97,-1.72,-1.21,-1.33,-0.81,-0.90,-0.75,-0.76,-0.22
356,Lester Quinones,NOP/PHI,10,16.9,7.7,1.5,2.3,0.3,0.2,1.3,38.6,83.3,-0.97,-1.62,-1.66,-0.75,-1.61,-0.84,-0.47,-0.82,0.02
357,Aaron Holiday,HOU,12,12.6,6.1,1.1,1.4,0.2,0.3,1.6,46.3,80.0,-0.97,-1.91,-1.82,-1.15,-1.90,-0.57,-0.20,-0.08,-0.15
358,Dariq Whitehead,BKN,10,18.8,7.5,2.3,1.1,0.3,0.0,2.1,37.7,100.0,-0.97,-1.66,-1.35,-1.29,-1.61,-1.24,0.29,-0.88,-0.05
359,Scoot Henderson,POR,7,25.4,10.0,3.0,5.0,0.3,0.0,1.6,31.6,69.2,-0.98,-1.22,-1.08,0.47,-1.64,-1.24,-0.21,-2.30,-0.60
360,Jamaree Bouyea,MIL,4,14.3,3.8,1.3,2.3,0.8,0.5,0.3,45.5,66.7,-0.98,-2.33,-1.76,-0.77,-0.63,-0.24,-1.47,-0.03,-0.62
361,Keshad Johnson,MIA,6,7.0,4.5,1.8,0.2,0.7,0.0,0.3,78.6,100.0,-0.98,-2.19,-1.53,-1.71,-0.81,-1.24,-1.39,0.89,0.14
362,RJ Barrett,TOR,6,26.0,17.7,5.0,3.3,0.7,0.3,1.5,43.3,44.8,-0.98,0.14,-0.30,-0.28,-0.81,-0.57,-0.28,-1.19,-4.56
363,Simone Fontecchio,DET,15,14.6,5.5,2.3,0.6,0.5,0.1,1.0,45.5,100.0,-0.98,-2.02,-1.36,-1.51,-1.10,-1.10,-0.75,-0.12,0.12
364,David Duke,SAS,2,8.0,5.5,1.0,0.5,0.5,0.0,1.5,57.1,0.0,-0.99,-2.01,-1.86,-1.56,-1.18,-1.24,-0.28,0.40,-0.18
365,Jevon Carter,CHI,6,15.5,7.0,1.8,1.5,0.7,0.2,1.7,32.7,0.0,-0.99,-1.75,-1.53,-1.11,-0.81,-0.90,-0.12,-1.54,-0.18
366,Rayan Rupert,POR,11,13.9,6.0,2.2,0.6,0.7,0.2,0.5,43.3,80.0,-1.00,-1.93,-1.40,-1.50,-0.68,-0.87,-1.19,-0.31,-0.11
367,Enrique Freeman,IND,3,14.0,4.7,3.7,0.3,0.3,0.3,0.0,33.3,100.0,-1.00,-2.16,-0.82,-1.64,-1.54,-0.57,-1.70,-0.66,1.10
368,Tyson Etienne,BKN,7,21.6,7.9,1.3,1.7,0.4,0.1,1.9,32.7,80.0,-1.00,-1.60,-1.75,-1.01,-1.33,-0.95,0.06,-1.38,-0.07
369,Dominick Barlow,ATL,14,13.5,5.0,3.4,0.9,0.2,0.6,0.1,58.0,62.5,-1.01,-2.10,-0.91,-1.37,-1.80,-0.10,-1.57,0.44,-0.65
370,Craig Porter,CLE,9,16.0,6.9,2.1,1.7,0.4,0.2,0.7,45.8,70.6,-1.01,-1.77,-1.42,-1.03,-1.30,-0.79,-1.07,-0.15,-0.53
371,Caleb Martin,DAL/PHI,9,19.9,5.8,3.2,1.7,1.0,0.1,0.3,38.8,61.1,-1.02,-1.97,-0.99,-1.03,-0.08,-1.02,-1.39,-0.60,-1.08
372,Kevon Looney,GSW,16,12.4,3.1,4.3,0.9,0.4,0.6,0.1,55.9,52.9,-1.02,-2.45,-0.57,-1.36,-1.45,-0.12,-1.59,0.26,-0.90
373,Kris Murray,POR,14,20.2,4.7,4.1,1.6,0.6,0.4,0.4,33.8,61.5,-1.03,-2.15,-0.63,-1.08,-1.02,-0.53,-1.30,-0.92,-0.59
374,Stanley Umude,MIL,2,10.5,1.5,1.0,0.5,0.0,1.5,0.5,33.3,0.0,-1.03,-2.72,-1.86,-1.56,-2.27,1.75,-1.23,-0.17,-0.18
375,Torrey Craig,BOS/CHI,9,13.6,1.9,3.7,1.0,0.6,0.7,0.3,26.1,50.0,-1.03,-2.66,-0.82,-1.33,-1.06,0.09,-1.39,-0.59,-0.52
376,Cam Reddish,LAL,1,22.0,2.0,4.0,0.0,2.0,0.0,0.0,16.7,0.0,-1.04,-2.64,-0.69,-1.79,2.10,-1.24,-1.70,-2.20,-0.18
377,Jaylen Clark,MIN,14,10.6,3.9,1.6,0.8,0.8,0.1,0.4,51.5,78.9,-1.04,-2.31,-1.63,-1.43,-0.55,-1.09,-1.37,0.16,-0.11
378,Dillon Jones,OKC,15,13.3,3.3,2.9,1.3,0.5,0.1,0.4,48.7,75.0,-1.04,-2.40,-1.10,-1.18,-1.10,-1.10,-1.32,0.08,-0.21
379,Miles Norris,BOS,2,15.5,3.5,3.5,0.0,1.0,0.5,1.0,22.2,50.0,-1.05,-2.37,-0.88,-1.79,-0.08,-0.24,-0.75,-1.33,-0.94
380,Dalton Knecht,LAL,16,13.3,6.9,1.9,0.7,0.1,0.2,1.4,42.7,80.0,-1.05,-1.76,-1.49,-1.48,-2.00,-0.86,-0.34,-0.36,-0.11
381,Harrison Ingram,SAS,2,8.5,1.0,2.0,1.0,1.0,0.0,0.0,100.0,0.0,-1.05,-2.81,-1.47,-1.33,-0.08,-1.24,-1.70,0.41,-0.18
382,Jeff Green,HOU,7,12.7,6.1,1.9,1.3,0.1,0.0,1.3,50.0,75.0,-1.06,-1.90,-1.52,-1.21,-1.96,-1.24,-0.48,0.11,-0.25
383,Jaden Springer,BOS/UTA,10,14.1,3.7,2.6,1.1,0.7,0.1,0.3,37.8,85.7,-1.06,-2.33,-1.23,-1.29,-0.74,-1.04,-1.42,-0.40,-0.01
384,Ajay Mitchell,OKC,2,18.0,8.0,0.5,3.5,0.5,0.5,0.5,38.9,50.0,-1.06,-1.57,-2.05,-0.21,-1.18,-0.24,-1.23,-1.06,-0.94
385,Hunter Tyson,DEN,8,10.4,5.1,2.3,0.8,0.5,0.1,0.8,36.6,100.0,-1.07,-2.08,-1.37,-1.45,-1.18,-0.99,-0.99,-0.68,0.22
386,Josh Christopher,MIA,6,7.0,3.7,1.0,0.7,0.8,0.3,0.3,37.5,100.0,-1.07,-2.34,-1.86,-1.48,-0.45,-0.57,-1.39,-0.46,0.03
387,Tristan da Silva,ORL,10,15.6,5.1,2.5,1.4,0.4,0.2,0.7,35.7,100.0,-1.07,-2.09,-1.27,-1.15,-1.39,-0.84,-1.04,-0.82,0.07
388,Ben Sheppard,IND,12,16.8,2.7,3.3,1.8,0.5,0.2,0.6,29.7,75.0,-1.07,-2.52,-0.98,-1.00,-1.18,-0.90,-1.15,-0.60,-0.20
389,Lindy Waters,DET/GSW,7,13.1,4.3,1.9,1.1,0.4,0.1,1.4,33.3,0.0,-1.07,-2.23,-1.52,-1.27,-1.33,-0.95,-0.35,-0.71,-0.18
390,Noah Clowney,BKN,6,22.0,6.7,4.3,1.3,0.5,0.2,1.2,24.0,81.8,-1.07,-1.81,-0.56,-1.18,-1.18,-0.90,-0.60,-2.40,0.06
391,P.J. Tucker,NYK,3,19.3,3.0,2.7,0.0,0.3,0.3,1.0,42.9,0.0,-1.07,-2.46,-1.21,-1.79,-1.54,-0.57,-0.75,-0.07,-0.18
392,JT Thor,CLE/WAS,10,19.7,4.0,3.7,0.5,0.6,0.6,0.2,36.6,57.1,-1.08,-2.28,-0.81,-1.56,-0.96,-0.04,-1.51,-0.52,-0.97
393,Josh Minott,MIN,8,4.9,4.3,0.9,0.5,0.3,0.0,0.8,78.6,100.0,-1.08,-2.24,-1.91,-1.56,-1.72,-1.24,-0.99,0.70,0.30
394,Johnny Furphy,IND,9,11.9,4.1,2.6,1.0,0.4,0.3,0.4,41.4,69.2,-1.09,-2.26,-1.25,-1.33,-1.30,-0.57,-1.28,-0.20,-0.50
395,Kylor Kelley,DAL/NOP,3,19.7,3.3,6.0,1.0,0.3,0.3,0.0,44.4,50.0,-1.09,-2.40,0.09,-1.33,-1.54,-0.57,-1.70,-0.08,-1.20
396,Bronny James,LAL,8,11.1,4.0,1.0,1.8,0.5,0.1,0.6,38.7,100.0,-1.09,-2.28,-1.86,-1.00,-1.18,-0.99,-1.11,-0.39,0.06
397,Patty Mills,LAC/UTA,5,6.0,5.4,0.2,0.2,0.0,0.0,1.2,63.6,100.0,-1.10,-2.03,-2.17,-1.70,-2.27,-1.24,-0.56,0.47,0.71
398,Dante Exum,DAL,2,14.0,5.0,1.5,3.0,0.0,0.0,1.0,44.4,0.0,-1.10,-2.10,-1.66,-0.43,-2.27,-1.24,-0.75,-0.18,-0.18
399,Tyler Kolek,NYK,11,12.9,2.5,1.1,4.4,0.5,0.3,0.3,27.3,63.6,-1.10,-2.54,-1.82,0.18,-1.28,-0.69,-1.45,-0.67,-0.56
400,Mo Bamba,LAC/NOP,3,6.7,2.7,3.3,0.3,0.0,0.3,0.0,75.0,100.0,-1.11,-2.52,-0.95,-1.64,-2.27,-0.57,-1.70,0.51,0.24
401,Garrett Temple,TOR,7,14.3,4.0,1.4,1.0,0.9,0.0,0.3,34.4,100.0,-1.11,-2.28,-1.69,-1.33,-0.40,-1.24,-1.43,-0.71,0.18
402,Ben Simmons,BKN/LAC,12,14.3,1.3,3.4,2.3,0.3,0.3,0.0,32.0,0.0,-1.12,-2.75,-0.92,-0.77,-1.72,-0.57,-1.70,-0.31,-0.18
403,Gary Harris,ORL,14,13.3,3.0,1.6,0.8,0.5,0.1,0.8,44.1,50.0,-1.12,-2.46,-1.63,-1.43,-1.18,-0.95,-0.96,-0.05,-0.29
404,Anthony Gill,WAS,9,18.2,5.9,3.4,0.7,0.3,0.0,0.3,46.2,73.7,-1.12,-1.95,-0.91,-1.48,-1.54,-1.24,-1.39,-0.08,-0.39
405,Christian Koloko,LAL,6,10.2,2.8,3.5,0.2,0.2,0.8,0.0,53.8,50.0,-1.12,-2.49,-0.88,-1.71,-1.90,0.42,-1.70,0.22,-0.94
406,Markelle Fultz,SAC,10,10.3,3.5,1.3,1.8,0.5,0.1,0.3,44.4,0.0,-1.13,-2.37,-1.74,-0.97,-1.18,-1.04,-1.42,-0.12,-0.18
407,Bol Bol,PHX,5,5.6,3.8,0.6,0.6,0.2,0.2,0.6,80.0,0.0,-1.13,-2.32,-2.01,-1.51,-1.83,-0.84,-1.13,0.81,-0.18
408,Jordan McLaughlin,SAC/SAS,10,9.8,2.9,0.7,1.7,0.4,0.1,0.6,45.5,100.0,-1.13,-2.48,-1.97,-1.02,-1.39,-1.04,-1.13,0.00,0.01
409,Devin Carter,SAC,13,13.6,3.5,1.8,1.1,1.2,0.1,0.5,34.7,42.9,-1.13,-2.36,-1.53,-1.30,0.25,-1.08,-1.27,-0.55,-1.22
410,Vlatko Cancar,DEN,7,13.6,2.1,3.1,1.3,0.4,0.1,0.4,31.6,0.0,-1.13,-2.61,-1.02,-1.21,-1.33,-0.95,-1.30,-0.46,-0.18
411,Gui Santos,GSW,15,13.1,2.9,3.0,1.3,0.5,0.1,0.4,38.1,55.6,-1.14,-2.48,-1.08,-1.18,-1.25,-0.97,-1.32,-0.27,-0.55
412,KJ Martin,PHI/UTA,6,21.2,5.8,2.0,2.0,0.2,0.0,0.2,42.9,100.0,-1.14,-1.96,-1.47,-0.88,-1.90,-1.24,-1.55,-0.38,0.24
413,Spencer Jones,DEN,6,14.0,3.5,1.7,0.7,0.2,0.7,0.0,39.1,100.0,-1.15,-2.37,-1.60,-1.48,-1.90,0.09,-1.70,-0.37,0.14
414,Doug McDermott,SAC,6,9.2,5.8,0.7,0.5,0.0,0.0,1.8,46.2,0.0,-1.15,-1.96,-1.99,-1.56,-2.27,-1.24,0.04,-0.08,-0.18
415,Cam Spencer,MEM,11,8.8,4.1,0.9,1.4,0.3,0.0,0.8,39.5,100.0,-1.16,-2.26,-1.89,-1.17,-1.67,-1.24,-0.93,-0.30,0.17
416,Tyler Smith,MIL,6,6.7,3.8,0.8,0.0,0.2,0.2,0.8,50.0,100.0,-1.17,-2.31,-1.92,-1.79,-1.90,-0.90,-0.91,0.12,0.24
417,Dwight Powell,DAL,12,12.7,2.0,1.9,1.3,0.4,0.0,0.1,56.3,83.3,-1.18,-2.64,-1.50,-1.18,-1.36,-1.24,-1.63,0.22,-0.10
418,Patrick Baldwin,LAC/WAS,2,3.0,3.0,1.5,0.5,0.0,0.0,1.0,100.0,0.0,-1.18,-2.46,-1.66,-1.56,-2.27,-1.24,-0.75,0.70,-0.18
419,Jett Howard,ORL,5,17.0,7.8,1.0,0.6,0.0,0.2,1.2,50.0,33.3,-1.18,-1.61,-1.86,-1.51,-2.27,-0.84,-0.56,0.10,-0.92
420,Dario Saric,DEN,1,7.0,4.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,-1.20,-2.28,-1.86,-1.33,-2.27,-1.24,-1.70,1.27,-0.18
421,Tristan Thompson,CLE,6,14.5,3.0,7.0,0.5,0.2,0.5,0.0,44.4,25.0,-1.20,-2.46,0.48,-1.56,-1.90,-0.24,-1.70,-0.08,-2.13
422,Drew Eubanks,LAC/UTA,12,6.2,2.5,2.6,0.4,0.1,0.3,0.0,60.0,75.0,-1.21,-2.55,-1.24,-1.60,-2.09,-0.57,-1.70,0.31,-0.22
423,Alex Len,LAL/SAC,3,12.7,4.7,4.0,0.7,0.3,0.3,0.3,54.5,25.0,-1.21,-2.16,-0.69,-1.48,-1.54,-0.57,-1.39,0.31,-2.13
424,Taj Gibson,CHA,10,10.2,2.7,2.4,0.5,0.1,0.6,0.0,52.0,25.0,-1.22,-2.51,-1.31,-1.56,-2.05,-0.04,-1.70,0.18,-0.77
425,Daeqwon Plowden,ATL,4,9.5,4.8,1.5,0.5,0.0,0.0,0.8,53.3,0.0,-1.22,-2.15,-1.66,-1.56,-2.27,-1.24,-0.99,0.26,-0.18
426,JD Davison,BOS,7,7.6,3.0,1.4,1.4,0.4,0.1,0.3,36.0,50.0,-1.23,-2.46,-1.69,-1.14,-1.33,-0.95,-1.43,-0.46,-0.40
427,Marvin Bagley,MEM/WAS,8,7.0,3.9,2.5,0.5,0.3,0.1,0.0,52.0,62.5,-1.24,-2.30,-1.27,-1.56,-1.72,-0.99,-1.70,0.19,-0.59
428,Pat Spencer,GSW,8,5.1,2.1,0.5,1.3,0.4,0.0,0.4,50.0,0.0,-1.25,-2.61,-2.05,-1.22,-1.45,-1.24,-1.35,0.12,-0.18
